method_FEN,all_cfg_paths_num
com.fasterxml.jackson.databind.DeserializationContext.readTree(JsonParser),5
com.fasterxml.jackson.databind.DeserializationContext._treeAsTokens(JsonNode),2
"com.fasterxml.jackson.databind.DeserializationContext._readValue(JsonParser,JsonDeserializer)",2
"com.fasterxml.jackson.databind.DeserializationContext.handleUnknownProperty(JsonParser,JsonDeserializer,Object,String)",8
"com.fasterxml.jackson.databind.DeserializationContext.handleWeirdKey(Class,String,String,Object[])",8
"com.fasterxml.jackson.databind.DeserializationContext.handleWeirdStringValue(Class,String,String,Object[])",6
"com.fasterxml.jackson.databind.DeserializationContext.handleWeirdNumberValue(Class,Number,String,Object[])",6
"com.fasterxml.jackson.databind.DeserializationContext.handleWeirdNativeValue(JavaType,Object,JsonParser)",8
"com.fasterxml.jackson.databind.DeserializationContext.handleMissingInstantiator(Class,ValueInstantiator,JsonParser,String,Object[])",24
"com.fasterxml.jackson.databind.DeserializationContext.handleInstantiationProblem(Class,Object,Throwable)",9
"com.fasterxml.jackson.databind.DeserializationContext.handleUnexpectedToken(JavaType,JsonToken,JsonParser,String,Object[])",30
"com.fasterxml.jackson.databind.DeserializationContext.handleUnknownTypeId(JavaType,String,TypeIdResolver,String)",10
"com.fasterxml.jackson.databind.DeserializationContext.handleMissingTypeId(JavaType,TypeIdResolver,String)",8
com.fasterxml.jackson.databind.DeserializationContext.handleBadMerge(JsonDeserializer),2
"com.fasterxml.jackson.databind.DeserializationContext._isCompatible(Class,Object)",5
"com.fasterxml.jackson.databind.DeserializationContext.reportInputMismatch(BeanProperty,String,Object[])",6
"com.fasterxml.jackson.databind.DeserializationContext.reportPropertyInputMismatch(Class,String,String,Object[])",2
"com.fasterxml.jackson.databind.DeserializationContext.instantiationException(Class,Throwable)",3
com.fasterxml.jackson.databind.DeserializationContext._getDateFormat(),2
"com.fasterxml.jackson.databind.deser.impl.CreatorCandidate.construct(AnnotationIntrospector,AnnotatedWithParams,BeanPropertyDefinition[])",3
com.fasterxml.jackson.databind.deser.impl.CreatorCandidate.paramName(int),2
com.fasterxml.jackson.databind.deser.impl.CreatorCandidate.explicitParamName(int),3
com.fasterxml.jackson.databind.deser.impl.CreatorCandidate.findImplicitParamName(int),3
com.fasterxml.jackson.databind.deser.impl.CreatorCandidate.findOnlyParamWithoutInjectionX(),6
com.fasterxml.jackson.databind.deser.impl.PropertyValueBuffer.hasParameter(SettableBeanProperty),8
com.fasterxml.jackson.databind.deser.impl.PropertyValueBuffer.getParameter(SettableBeanProperty),24
com.fasterxml.jackson.databind.deser.impl.PropertyValueBuffer.getParameters(SettableBeanProperty[]),48
com.fasterxml.jackson.databind.deser.impl.PropertyValueBuffer._createAndSetAnySetterValue(),6
com.fasterxml.jackson.databind.deser.impl.PropertyValueBuffer.readIdProperty(String),3
"com.fasterxml.jackson.databind.deser.impl.PropertyValueBuffer.handleIdValue(DeserializationContext,Object)",4
com.fasterxml.jackson.databind.deser.impl.PropertyValueBuffer.isComplete(),2
"com.fasterxml.jackson.databind.deser.impl.PropertyValueBuffer.assignParameter(SettableBeanProperty,Object)",7
"com.fasterxml.jackson.databind.deser.impl.JDKValueInstantiators.findStdValueInstantiator(DeserializationConfig,Class)",15
com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap.withCaseInsensitivity(boolean),2
com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap.init(Collection),6
com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap.withProperty(SettableBeanProperty),6
com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap.assignIndexes(),3
com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap.renameAll(NameTransformer),5
"com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap.withoutProperties(Collection,Collection)",14
"com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap.replace(SettableBeanProperty,SettableBeanProperty)",4
com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap.remove(SettableBeanProperty),10
com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap.hasAliases(),2
com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap._properties(),3
com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap.getPropertyName(SettableBeanProperty),2
com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap.find(int),6
com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap.find(String),7
"com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap._find2(String,int,Object)",9
com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap._findWithAlias(String),4
"com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap._find2ViaAlias(String,int,Object)",8
"com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap.findDeserializeAndSet(JsonParser,DeserializationContext,Object,String)",3
com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap.toString(),6
"com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap.wrapAndThrow(Throwable,Object,String,DeserializationContext)",60
com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap._findFromOrdered(SettableBeanProperty),4
"com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap._buildAliasMapping(Map,boolean,Locale)",9
com.fasterxml.jackson.databind.deser.impl.ObjectIdValueProperty.withValueDeserializer(JsonDeserializer),3
"com.fasterxml.jackson.databind.deser.impl.ObjectIdValueProperty.deserializeSetAndReturn(JsonParser,DeserializationContext,Object)",3
"com.fasterxml.jackson.databind.deser.impl.ObjectIdValueProperty.setAndReturn(Object,Object)",2
com.fasterxml.jackson.databind.deser.impl.NullsConstantProvider.forValue(Object),2
com.fasterxml.jackson.databind.deser.impl.NullsConstantProvider.isSkipper(NullValueProvider),2
com.fasterxml.jackson.databind.deser.impl.NullsConstantProvider.isNuller(NullValueProvider),2
"com.fasterxml.jackson.databind.deser.impl.ManagedReferenceProperty.setAndReturn(Object,Object)",12
com.fasterxml.jackson.databind.deser.impl.FieldProperty.withValueDeserializer(JsonDeserializer),3
com.fasterxml.jackson.databind.deser.impl.FieldProperty.getAnnotation(Class),2
"com.fasterxml.jackson.databind.deser.impl.FieldProperty.deserializeAndSet(JsonParser,DeserializationContext,Object)",14
"com.fasterxml.jackson.databind.deser.impl.FieldProperty.deserializeSetAndReturn(JsonParser,DeserializationContext,Object)",14
"com.fasterxml.jackson.databind.deser.impl.FieldProperty.set(Object,Object)",7
"com.fasterxml.jackson.databind.deser.impl.FieldProperty.setAndReturn(Object,Object)",7
"org.apache.commons.collections4.functors.InstantiateTransformer.instantiateTransformer(Class[],Object[])",43
org.apache.commons.collections4.functors.InstantiateTransformer.transform(Class),33
org.apache.commons.collections4.functors.OnePredicate.onePredicate(Predicate[]),3
org.apache.commons.collections4.functors.EqualPredicate.equalPredicate(Object),2
"org.apache.commons.collections4.functors.EqualPredicate.equalPredicate(Object,Equator)",2
org.apache.commons.collections4.functors.EqualPredicate.test(Object),2
"org.apache.commons.collections4.functors.InstantiateFactory.instantiateFactory(Class,Class[],Object[])",43
org.apache.commons.collections4.functors.InstantiateFactory.create(),20
org.apache.commons.collections4.functors.InstantiateFactory.findConstructor(),5
org.apache.commons.collections4.functors.IfClosure.execute(Object),2
"org.apache.commons.collections4.comparators.ComparatorChain.addComparator(Comparator,boolean)",2
org.apache.commons.collections4.comparators.ComparatorChain.checkChainIntegrity(),2
org.apache.commons.collections4.comparators.ComparatorChain.checkLocked(),2
"org.apache.commons.collections4.comparators.ComparatorChain.compare(Object,Object)",16
org.apache.commons.collections4.comparators.ComparatorChain.equals(Object),6
org.apache.commons.collections4.comparators.ComparatorChain.hashCode(),4
"org.apache.commons.collections4.comparators.ComparatorChain.setComparator(int,Comparator,boolean)",2
org.apache.commons.collections4.comparators.BooleanComparator.booleanComparator(boolean),2
"org.apache.commons.collections4.comparators.BooleanComparator.compare(Boolean,Boolean)",3
org.apache.commons.collections4.comparators.BooleanComparator.equals(Object),4
org.apache.commons.collections4.comparators.BooleanComparator.hashCode(),2
org.apache.commons.collections4.comparators.ReverseComparator.equals(Object),4
org.apache.commons.collections4.comparators.TransformingComparator.equals(Object),6
org.apache.commons.collections4.comparators.TransformingComparator.hashCode(),4
org.apache.commons.collections4.comparators.FixedOrderComparator.add(Object),2
"org.apache.commons.collections4.comparators.FixedOrderComparator.addAsEqual(Object,Object)",3
org.apache.commons.collections4.comparators.FixedOrderComparator.checkLocked(),2
"org.apache.commons.collections4.comparators.FixedOrderComparator.compare(Object,Object)",19
org.apache.commons.collections4.comparators.FixedOrderComparator.equals(Object),8
"org.apache.commons.collections4.comparators.NullComparator.compare(Object,Object)",6
org.apache.commons.collections4.comparators.NullComparator.equals(Object),6
org.apache.commons.collections4.comparators.NullComparator.hashCode(),2
"org.apache.commons.collections4.ArrayUtils.contains(Object[],Object)",2
"org.apache.commons.collections4.CollectionUtils.addAll(Collection,Iterable)",2
"org.apache.commons.collections4.CollectionUtils.collate(Iterable,Iterable,Comparator,boolean)",15
"org.apache.commons.collections4.CollectionUtils.collect(Iterable,Transformer,Collection)",2
"org.apache.commons.collections4.CollectionUtils.collect(Iterable,Transformer)",6
"org.apache.commons.collections4.CollectionUtils.containsAny(Collection,Object[])",8
"org.apache.commons.collections4.CollectionUtils.countMatches(Iterable,Predicate)",2
org.apache.commons.collections4.CollectionUtils.emptyIfNull(Collection),2
"org.apache.commons.collections4.CollectionUtils.exists(Iterable,Predicate)",3
"org.apache.commons.collections4.CollectionUtils.filterInverse(Iterable,Predicate)",2
"org.apache.commons.collections4.CollectionUtils.find(Iterable,Predicate)",2
"org.apache.commons.collections4.CollectionUtils.forAllButLastDo(Iterable,Closure)",2
"org.apache.commons.collections4.CollectionUtils.forAllButLastDo(Iterator,Closure)",2
"org.apache.commons.collections4.CollectionUtils.forAllDo(Iterable,Closure)",2
"org.apache.commons.collections4.CollectionUtils.forAllDo(Iterator,Closure)",2
"org.apache.commons.collections4.CollectionUtils.get(Object,int)",9
"org.apache.commons.collections4.CollectionUtils.isEqualCollection(Collection,Collection,Equator)",2
org.apache.commons.collections4.CollectionUtils.isFull(Collection),4
org.apache.commons.collections4.CollectionUtils.isNotEmpty(Collection),2
"org.apache.commons.collections4.CollectionUtils.isProperSubCollection(Collection,Collection)",3
"org.apache.commons.collections4.CollectionUtils.isSubCollection(Collection,Collection)",4
"org.apache.commons.collections4.CollectionUtils.matchesAll(Iterable,Predicate)",3
org.apache.commons.collections4.CollectionUtils.maxSize(Collection),4
org.apache.commons.collections4.CollectionUtils.permutations(Collection),2
"org.apache.commons.collections4.CollectionUtils.removeAll(Iterable,Iterable,Equator)",3
"org.apache.commons.collections4.CollectionUtils.removeRange(Collection,int,int)",3
"org.apache.commons.collections4.CollectionUtils.retainAll(Iterable,Iterable,Equator)",3
"org.apache.commons.collections4.CollectionUtils.select(Iterable,Predicate)",6
"org.apache.commons.collections4.CollectionUtils.selectRejected(Iterable,Predicate)",6
org.apache.commons.collections4.CollectionUtils.size(Object),10
org.apache.commons.collections4.CollectionUtils.sizeIsEmpty(Object),17
"org.apache.commons.collections4.CollectionUtils.subtract(Iterable,Iterable,Predicate)",9
"org.apache.commons.collections4.CollectionUtils.transform(Collection,Transformer)",5
org.apache.commons.collections4.splitmap.AbstractIterableGetMapDecorator.equals(Object),2
org.apache.commons.collections4.splitmap.TransformedSplitMap.transformMap(Map),3
"org.apache.commons.collections4.IterableUtils.contains(Iterable,Object)",2
org.apache.commons.collections4.IterableUtils.emptyIfNull(Iterable),2
org.apache.commons.collections4.IterableUtils.emptyIteratorIfNull(Iterable),2
"org.apache.commons.collections4.IterableUtils.get(Iterable,int)",2
org.apache.commons.collections4.IterableUtils.isEmpty(Iterable),2
"org.apache.commons.collections4.IterableUtils.partition(Iterable,Factory,Predicate[])",39
org.apache.commons.collections4.IterableUtils.size(Iterable),3
org.apache.commons.collections4.ClosureUtils.switchMapClosure(Map),2
org.apache.commons.collections4.trie.UnmodifiableTrie.unmodifiableTrie(Trie),2
"org.apache.commons.collections4.trie.AbstractPatriciaTrie.isValidUplink(TrieEntry,TrieEntry)",4
org.apache.commons.collections4.trie.AbstractPatriciaTrie.ceilingEntry(Object),8
org.apache.commons.collections4.trie.AbstractPatriciaTrie.containsKey(Object),4
org.apache.commons.collections4.trie.AbstractPatriciaTrie.entrySet(),2
org.apache.commons.collections4.trie.AbstractPatriciaTrie.floorEntry(Object),8
org.apache.commons.collections4.trie.AbstractPatriciaTrie.followLeft(TrieEntry),6
org.apache.commons.collections4.trie.AbstractPatriciaTrie.followRight(TrieEntry),3
org.apache.commons.collections4.trie.AbstractPatriciaTrie.getEntry(Object),4
"org.apache.commons.collections4.trie.AbstractPatriciaTrie.getNearestEntryForKey(Object,int)",3
org.apache.commons.collections4.trie.AbstractPatriciaTrie.higherEntry(Object),10
org.apache.commons.collections4.trie.AbstractPatriciaTrie.keySet(),2
org.apache.commons.collections4.trie.AbstractPatriciaTrie.lowerEntry(Object),6
org.apache.commons.collections4.trie.AbstractPatriciaTrie.previousEntry(TrieEntry),23
"org.apache.commons.collections4.trie.AbstractPatriciaTrie.put(Object,Object)",11
org.apache.commons.collections4.trie.AbstractPatriciaTrie.readObject(ObjectInputStream),2
org.apache.commons.collections4.trie.AbstractPatriciaTrie.remove(Object),10
org.apache.commons.collections4.trie.AbstractPatriciaTrie.removeEntry(TrieEntry),3
org.apache.commons.collections4.trie.AbstractPatriciaTrie.removeExternalEntry(TrieEntry),10
org.apache.commons.collections4.trie.AbstractPatriciaTrie.select(Object),2
"org.apache.commons.collections4.trie.AbstractPatriciaTrie.selectR(TrieEntry,int,Object,int,Reference)",6
org.apache.commons.collections4.trie.AbstractPatriciaTrie.values(),2
org.apache.commons.collections4.trie.AbstractPatriciaTrie.writeObject(ObjectOutputStream),2
"org.apache.commons.collections4.trie.AbstractBitwiseTrie.compareKeys(Object,Object)",5
"org.apache.commons.collections4.trie.AbstractBitwiseTrie.isBitSet(Object,int,int)",2
org.apache.commons.collections4.trie.AbstractBitwiseTrie.lengthInBits(Object),2
"org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer.isBitSet(String,int,int)",4
"org.apache.commons.collections4.map.TransformedSortedMap.transformedSortedMap(SortedMap,Transformer,Transformer)",2
org.apache.commons.collections4.map.AbstractLinkedMap.createEntrySetIterator(),2
org.apache.commons.collections4.map.AbstractLinkedMap.createKeySetIterator(),2
org.apache.commons.collections4.map.AbstractLinkedMap.createValuesIterator(),2
org.apache.commons.collections4.map.AbstractLinkedMap.mapIterator(),2
org.apache.commons.collections4.map.Flat3Map.clear(),2
org.apache.commons.collections4.map.Flat3Map.clone(),11
org.apache.commons.collections4.map.Flat3Map.containsKey(Object),38
org.apache.commons.collections4.map.Flat3Map.containsValue(Object),21
org.apache.commons.collections4.map.Flat3Map.convertToMap(),5
org.apache.commons.collections4.map.Flat3Map.entrySet(),2
org.apache.commons.collections4.map.Flat3Map.equals(Object),21
org.apache.commons.collections4.map.Flat3Map.get(Object),38
org.apache.commons.collections4.map.Flat3Map.hashCode(),17
org.apache.commons.collections4.map.Flat3Map.isEmpty(),2
org.apache.commons.collections4.map.Flat3Map.keySet(),2
org.apache.commons.collections4.map.Flat3Map.mapIterator(),3
org.apache.commons.collections4.map.Flat3Map.putAll(Map),5
org.apache.commons.collections4.map.Flat3Map.readObject(ObjectInputStream),4
org.apache.commons.collections4.map.Flat3Map.remove(Object),39
org.apache.commons.collections4.map.Flat3Map.size(),2
org.apache.commons.collections4.map.Flat3Map.toString(),87
org.apache.commons.collections4.map.Flat3Map.values(),2
org.apache.commons.collections4.map.Flat3Map.writeObject(ObjectOutputStream),2
org.apache.commons.compress.harmony.unpack200.SegmentOptions.hasMethodFlagsHi(),2
org.apache.commons.compress.harmony.unpack200.SegmentOptions.hasSpecialFormats(),2
org.apache.commons.compress.harmony.unpack200.SegmentOptions.shouldDeflate(),2
org.apache.commons.compress.harmony.unpack200.SegmentConstantPoolArrayCache.arrayIsCached(String[]),3
org.apache.commons.compress.harmony.unpack200.SegmentConstantPoolArrayCache.cacheArray(String[]),2
"org.apache.commons.compress.harmony.unpack200.SegmentConstantPoolArrayCache.indexesForArrayKey(String[],String)",6
"org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.getAnnotation(CPUTF8,int,Iterator)",2
"org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.getAttribute(int,CPUTF8[],int[],Iterator)",2
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.getAttributes(),22
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.getNextValue(int),11
"org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.getParameterAttribute(int,Iterator)",4
"org.apache.commons.compress.harmony.unpack200.Segment.log(int,String)",2
org.apache.commons.compress.harmony.unpack200.Segment.unpackProcess(),2
org.apache.commons.compress.harmony.unpack200.Segment.unpackRead(InputStream),3
org.apache.commons.compress.harmony.unpack200.Segment.writeJar(JarOutputStream),7
org.apache.commons.compress.harmony.unpack200.Pack200UnpackerAdapter.newBoundedInputStream(InputStream),5
org.apache.commons.compress.harmony.unpack200.Pack200UnpackerAdapter.unwrap(InputStream),2
"org.apache.commons.compress.harmony.unpack200.Pack200UnpackerAdapter.unpack(File,JarOutputStream)",11
"org.apache.commons.compress.harmony.unpack200.Pack200UnpackerAdapter.unpack(InputStream,JarOutputStream)",6
org.apache.commons.compress.harmony.unpack200.AttributeLayoutMap.checkMap(),45
"org.apache.commons.compress.harmony.unpack200.AttributeLayoutMap.getAttributeLayout(String,int)",4
org.apache.commons.compress.harmony.unpack200.SegmentHeader.getBandHeadersInputStream(),2
org.apache.commons.compress.harmony.unpack200.SegmentHeader.parseArchiveFileCounts(InputStream),2
org.apache.commons.compress.harmony.unpack200.SegmentHeader.parseArchiveSpecialCounts(InputStream),2
org.apache.commons.compress.harmony.unpack200.SegmentHeader.parseCpCounts(InputStream),2
org.apache.commons.compress.harmony.unpack200.SegmentHeader.read(InputStream),6
org.apache.commons.compress.harmony.unpack200.SegmentHeader.setArchiveMajorVersion(int),2
org.apache.commons.compress.harmony.unpack200.SegmentHeader.setArchiveMinorVersion(int),2
"org.apache.commons.compress.harmony.unpack200.SegmentUtils.countMatches(long[],IMatcher)",3
"org.apache.commons.compress.harmony.unpack200.SegmentUtils.countMatches(long[][],IMatcher)",2
"org.apache.commons.compress.harmony.unpack200.AttributeLayout.getValue(String,long,SegmentConstantPool)",13
org.apache.commons.compress.harmony.unpack200.AttributeLayout.getCodec(),9
"org.apache.commons.compress.harmony.unpack200.AttributeLayout.getValue(long,String,SegmentConstantPool)",3
org.apache.commons.compress.harmony.unpack200.AttributeLayout.hashCode(),4
org.apache.commons.compress.harmony.unpack200.AttributeLayout.matches(long),2
org.apache.commons.compress.harmony.unpack200.AttributeLayout.numBackwardsCallables(),2
org.apache.commons.compress.harmony.unpack200.AttrDefinitionBands.read(InputStream),6
org.apache.commons.compress.harmony.unpack200.CpBands.cpClassValue(String),3
org.apache.commons.compress.harmony.unpack200.CpBands.cpNameAndTypeValue(String),3
org.apache.commons.compress.harmony.unpack200.CpBands.cpSignatureValue(int),2
org.apache.commons.compress.harmony.unpack200.CpBands.cpUTF8Value(int),3
"org.apache.commons.compress.harmony.unpack200.CpBands.cpUTF8Value(String,boolean)",11
org.apache.commons.compress.harmony.unpack200.CpBands.parseCpClass(InputStream),2
org.apache.commons.compress.harmony.unpack200.CpBands.parseCpDescriptor(InputStream),2
org.apache.commons.compress.harmony.unpack200.CpBands.parseCpField(InputStream),2
org.apache.commons.compress.harmony.unpack200.CpBands.parseCpFloat(InputStream),2
org.apache.commons.compress.harmony.unpack200.CpBands.parseCpIMethod(InputStream),2
org.apache.commons.compress.harmony.unpack200.CpBands.parseCpMethod(InputStream),2
org.apache.commons.compress.harmony.unpack200.CpBands.parseCpSignature(InputStream),16
org.apache.commons.compress.harmony.unpack200.NewAttributeBands.getCodec(String),9
"org.apache.commons.compress.harmony.unpack200.NewAttributeBands.getOneAttribute(int,List)",2
"org.apache.commons.compress.harmony.unpack200.NewAttributeBands.parseAttributes(InputStream,int)",4
org.apache.commons.compress.harmony.unpack200.NewAttributeBands.parseLayout(),3
org.apache.commons.compress.harmony.unpack200.NewAttributeBands.readNextAttributeElement(StringReader),3
org.apache.commons.compress.harmony.unpack200.NewAttributeBands.readNextLayoutElement(StringReader),20
org.apache.commons.compress.harmony.unpack200.NewAttributeBands.readNumber(StringReader),64
org.apache.commons.compress.harmony.unpack200.NewAttributeBands.resolveCalls(),6
"org.apache.commons.compress.harmony.unpack200.NewAttributeBands.resolveCallsForElement(int,Callable,LayoutElement)",16
org.apache.commons.compress.harmony.unpack200.NewAttributeBands.setBackwardsCalls(int[]),4
org.apache.commons.compress.harmony.unpack200.SegmentConstantPool.getClassPoolEntry(String),4
"org.apache.commons.compress.harmony.unpack200.SegmentConstantPool.getClassSpecificPoolEntry(int,long,String)",4
"org.apache.commons.compress.harmony.unpack200.SegmentConstantPool.getConstantPoolEntry(int,long)",15
"org.apache.commons.compress.harmony.unpack200.SegmentConstantPool.getInitMethodPoolEntry(int,long,String)",2
"org.apache.commons.compress.harmony.unpack200.SegmentConstantPool.getValue(int,long)",12
"org.apache.commons.compress.harmony.unpack200.SegmentConstantPool.matchSpecificPoolEntryIndex(String[],String[],String,String,int)",7
org.apache.commons.compress.harmony.unpack200.bytecode.CPClass.equals(Object),4
org.apache.commons.compress.harmony.unpack200.bytecode.CPClass.hashCode(),2
org.apache.commons.compress.harmony.unpack200.bytecode.CPRef.equals(Object),7
org.apache.commons.compress.harmony.unpack200.bytecode.CPRef.toString(),5
org.apache.commons.compress.harmony.unpack200.bytecode.CPMember.doWrite(DataOutputStream),2
org.apache.commons.compress.harmony.unpack200.bytecode.CPMember.equals(Object),8
org.apache.commons.compress.harmony.unpack200.bytecode.CPMember.getNestedClassFileEntries(),2
org.apache.commons.compress.harmony.unpack200.bytecode.ExceptionTableEntry.resolve(ClassConstantPool),2
"org.apache.commons.compress.harmony.unpack200.bytecode.forms.VariableInstructionForm.setRewrite4Bytes(int,int[])",10
"org.apache.commons.compress.harmony.unpack200.bytecode.forms.SwitchForm.fixUpByteCodeTargets(ByteCode,CodeAttribute)",4
org.apache.commons.compress.harmony.unpack200.bytecode.forms.SingleByteReferenceForm.nestedMustStartClassPool(),2
"org.apache.commons.compress.harmony.unpack200.bytecode.forms.SingleByteReferenceForm.setNestedEntries(ByteCode,OperandManager,int)",2
"org.apache.commons.compress.harmony.unpack200.bytecode.forms.ClassRefForm.setNestedEntries(ByteCode,OperandManager,int)",2
"org.apache.commons.compress.harmony.unpack200.bytecode.forms.WideForm.setByteCodeOperands(ByteCode,OperandManager,int)",2
"org.apache.commons.compress.harmony.unpack200.bytecode.forms.NewClassRefForm.setByteCodeOperands(ByteCode,OperandManager,int)",3
org.apache.commons.compress.harmony.unpack200.bytecode.forms.ByteCodeForm.calculateOperandPosition(),21
org.apache.commons.compress.harmony.unpack200.bytecode.forms.ByteCodeForm.hasMultipleByteCodes(),4
"org.apache.commons.compress.harmony.unpack200.bytecode.forms.NarrowClassRefForm.setNestedEntries(ByteCode,OperandManager,int)",2
"org.apache.commons.compress.harmony.unpack200.bytecode.forms.ReferenceForm.setByteCodeOperands(ByteCode,OperandManager,int)",2
"org.apache.commons.compress.harmony.unpack200.bytecode.forms.TableSwitchForm.setByteCodeOperands(ByteCode,OperandManager,int)",4
"org.apache.commons.compress.harmony.unpack200.bytecode.forms.LookupSwitchForm.setByteCodeOperands(ByteCode,OperandManager,int)",4
com.fasterxml.jackson.databind.ObjectReader.withValueToUpdate(Object),4
com.fasterxml.jackson.databind.ObjectReader._with(DeserializationConfig),3
com.fasterxml.jackson.databind.ObjectReader.readValue(InputStream),2
com.fasterxml.jackson.databind.ObjectReader.readValue(Reader),2
com.fasterxml.jackson.databind.ObjectReader.readValue(String),14
com.fasterxml.jackson.databind.ObjectReader.readValue(byte[]),2
"com.fasterxml.jackson.databind.ObjectReader.readValue(byte[],int,int)",2
com.fasterxml.jackson.databind.ObjectReader.readValue(File),2
com.fasterxml.jackson.databind.ObjectReader.readValue(URL),2
com.fasterxml.jackson.databind.ObjectReader.readValue(JsonNode),2
com.fasterxml.jackson.databind.ObjectReader.readValue(DataInput),2
com.fasterxml.jackson.databind.ObjectReader.readTree(InputStream),2
com.fasterxml.jackson.databind.ObjectReader.readTree(Reader),2
com.fasterxml.jackson.databind.ObjectReader.readTree(String),14
com.fasterxml.jackson.databind.ObjectReader.readTree(byte[]),2
"com.fasterxml.jackson.databind.ObjectReader.readTree(byte[],int,int)",2
com.fasterxml.jackson.databind.ObjectReader.readTree(DataInput),2
com.fasterxml.jackson.databind.ObjectReader.readValues(InputStream),2
com.fasterxml.jackson.databind.ObjectReader.readValues(Reader),2
com.fasterxml.jackson.databind.ObjectReader.readValues(String),2
"com.fasterxml.jackson.databind.ObjectReader.readValues(byte[],int,int)",2
com.fasterxml.jackson.databind.ObjectReader.readValues(File),2
com.fasterxml.jackson.databind.ObjectReader.readValues(URL),2
com.fasterxml.jackson.databind.ObjectReader.readValues(DataInput),2
"com.fasterxml.jackson.databind.ObjectReader.treeToValue(TreeNode,Class)",5
"com.fasterxml.jackson.databind.ObjectReader.treeToValue(TreeNode,JavaType)",5
"com.fasterxml.jackson.databind.ObjectReader._bind(JsonParser,Object)",12
com.fasterxml.jackson.databind.ObjectReader._bindAsTree(JsonParser),19
com.fasterxml.jackson.databind.ObjectReader._bindAsTreeOrNull(JsonParser),19
"com.fasterxml.jackson.databind.ObjectReader._considerFilter(JsonParser,boolean)",3
"com.fasterxml.jackson.databind.ObjectReader._verifyNoTrailingTokens(JsonParser,DeserializationContext,JavaType)",4
"com.fasterxml.jackson.databind.ObjectReader._detectBindAndClose(byte[],int,int)",2
"com.fasterxml.jackson.databind.ObjectReader._detectBindAndClose(Match,boolean)",4
"com.fasterxml.jackson.databind.ObjectReader._detectBindAndReadValues(Match,boolean)",4
com.fasterxml.jackson.databind.ObjectReader._detectBindAndCloseAsTree(InputStream),2
com.fasterxml.jackson.databind.ObjectReader._verifySchemaType(FormatSchema),3
com.fasterxml.jackson.databind.ObjectReader._findRootDeserializer(DeserializationContext),7
com.fasterxml.jackson.databind.ObjectReader._findTreeDeserializer(DeserializationContext),3
com.fasterxml.jackson.databind.ObjectReader._prefetchRootDeserializer(JavaType),12
com.fasterxml.jackson.databind.ObjectReader._jsonNodeType(),2
com.fasterxml.jackson.databind.SequenceWriter.init(boolean),2
com.fasterxml.jackson.databind.SequenceWriter.write(Object),14
"com.fasterxml.jackson.databind.SequenceWriter.write(Object,JavaType)",10
com.fasterxml.jackson.databind.SequenceWriter.writeAll(Object[]),2
com.fasterxml.jackson.databind.SequenceWriter.writeAll(Collection),2
com.fasterxml.jackson.databind.SequenceWriter.writeAll(Iterable),2
com.fasterxml.jackson.databind.SequenceWriter.flush(),2
com.fasterxml.jackson.databind.SequenceWriter.close(),5
com.fasterxml.jackson.databind.SequenceWriter._findAndAddDynamic(Class),2
com.fasterxml.jackson.databind.SequenceWriter._findAndAddDynamic(JavaType),2
com.fasterxml.jackson.databind.node.JsonNodeFactory.willStripTrailingBigDecimalZeroes(),2
com.fasterxml.jackson.databind.node.JsonNodeFactory.booleanNode(boolean),2
com.fasterxml.jackson.databind.node.JsonNodeFactory.numberNode(Byte),2
com.fasterxml.jackson.databind.node.JsonNodeFactory.numberNode(Short),2
com.fasterxml.jackson.databind.node.JsonNodeFactory.numberNode(Integer),2
com.fasterxml.jackson.databind.node.JsonNodeFactory.numberNode(Long),2
com.fasterxml.jackson.databind.node.JsonNodeFactory.numberNode(BigInteger),2
com.fasterxml.jackson.databind.node.JsonNodeFactory.numberNode(Float),2
com.fasterxml.jackson.databind.node.JsonNodeFactory.numberNode(Double),2
