FEN,Type,class,sub_signature,cfg_dot
	""1"" [label=""$stack10 = newarray (java.lang.Object)[3]""];
	""2"" [label=""$stack10[0] = $stack11""];
	""3"" [label=""$stack10[1] = $stack12""];
	""4"" [label=""$stack10[2] = lang""];
	""5"" [label=""$stack11 = virtualinvoke nameType.<org.apache.commons.codec.language.bm.NameType: java.lang.String getName()>()""];
	""6"" [label=""$stack12 = virtualinvoke rt.<org.apache.commons.codec.language.bm.RuleType: java.lang.String getName()>()""];
	""7"" [label=""$stack13 = staticinvoke <java.lang.String: java.lang.String format(java.lang.String,java.lang.Object[])>(\""No rules found for %s, %s, %s.\"", $stack10)""];
	""8"" [label=""$stack14 = new java.lang.IllegalArgumentException""];
	""9"" [label=""$stack4 = <org.apache.commons.codec.language.bm.Rule: java.util.Map RULES>""];
	""10"" [label=""$stack5 = interfaceinvoke $stack4.<java.util.Map: java.lang.Object get(java.lang.Object)>(nameType)""];
	""11"" [label=""$stack6 = (java.util.Map) $stack5""];
	""12"" [label=""$stack7 = interfaceinvoke $stack6.<java.util.Map: java.lang.Object get(java.lang.Object)>(rt)""];
	""13"" [label=""$stack8 = (java.util.Map) $stack7""];
	""14"" [label=""$stack9 = interfaceinvoke $stack8.<java.util.Map: java.lang.Object get(java.lang.Object)>(lang)""];
	""15"" [label=""if rules != null""];
	""16"" [label=""lang := @parameter2: java.lang.String""];
	""17"" [label=""nameType := @parameter0: org.apache.commons.codec.language.bm.NameType""];
	""18"" [label=""return rules""];
	""19"" [label=""rt := @parameter1: org.apache.commons.codec.language.bm.RuleType""];
	""20"" [label=""rules = (java.util.Map) $stack9""];
	""21"" [label=""specialinvoke $stack14.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>($stack13)""];
	""22"" [label=""throw $stack14""];
	""1"" -> ""5""[label=""cfg_next""];
	""10"" -> ""11""[label=""cfg_next""];
	""11"" -> ""12""[label=""cfg_next""];
	""12"" -> ""13""[label=""cfg_next""];
	""13"" -> ""14""[label=""cfg_next""];
	""14"" -> ""20""[label=""cfg_next""];
	""15"" -> ""18""[label=""cfg_true""];
	""15"" -> ""8""[label=""cfg_false""];
	""16"" -> ""9""[label=""cfg_next""];
	""17"" -> ""19""[label=""cfg_next""];
	""19"" -> ""16""[label=""cfg_next""];
	""2"" -> ""6""[label=""cfg_next""];
	""20"" -> ""15""[label=""cfg_next""];
	""21"" -> ""22""[label=""cfg_next""];
	""3"" -> ""4""[label=""cfg_next""];
	""4"" -> ""7""[label=""cfg_next""];
	""5"" -> ""2""[label=""cfg_next""];
	""6"" -> ""3""[label=""cfg_next""];
	""7"" -> ""21""[label=""cfg_next""];
	""8"" -> ""1""[label=""cfg_next""];
	""9"" -> ""10""[label=""cfg_next""];
}
"
"Belong to org.apache.commons.codec.language.bm.Rule.getInstanceMap(NameType,RuleType,String)","Parameter_1","org.apache.commons.codec.language.bm.Rule","org.apache.commons.codec.language.bm.NameType","Parameter does not obtain cfg"
"Belong to org.apache.commons.codec.language.bm.Rule.getInstanceMap(NameType,RuleType,String)","Parameter_2","org.apache.commons.codec.language.bm.Rule","org.apache.commons.codec.language.bm.RuleType","Parameter does not obtain cfg"
"Belong to org.apache.commons.codec.language.bm.Rule.getInstanceMap(NameType,RuleType,String)","Parameter_3","org.apache.commons.codec.language.bm.Rule","java.lang.String","Parameter does not obtain cfg"
"org.apache.commons.codec.language.bm.Rule.endsWith(CharSequence,CharSequence)","Method","org.apache.commons.codec.language.bm.Rule","boolean endsWith(java.lang.CharSequence,java.lang.CharSequence)","digraph cfg_endsWith {
	""1"" [label=""$stack6 = interfaceinvoke suffix.<java.lang.CharSequence: char charAt(int)>(j)""];
	""2"" [label=""$stack7 = interfaceinvoke input.<java.lang.CharSequence: char charAt(int)>(i)""];
	""3"" [label=""goto""];
	""4"" [label=""i = i + -1""];
	""5"" [label=""i = inputLength - 1""];
	""6"" [label=""if $stack7 == $stack6""];
	""7"" [label=""if j < 0""];
	""8"" [label=""if suffixLength <= inputLength""];
	""9"" [label=""input := @parameter0: java.lang.CharSequence""];
	""10"" [label=""inputLength = interfaceinvoke input.<java.lang.CharSequence: int length()>()""];
	""11"" [label=""j = j + -1""];
	""12"" [label=""j = suffixLength - 1""];
	""13"" [label=""return 0""];
	""14"" [label=""return 0""];
	""15"" [label=""return 1""];
	""16"" [label=""suffix := @parameter1: java.lang.CharSequence""];
	""17"" [label=""suffixLength = interfaceinvoke suffix.<java.lang.CharSequence: int length()>()""];
	""1"" -> ""6""[label=""cfg_next""];
	""10"" -> ""8""[label=""cfg_next""];
	""11"" -> ""3""[label=""cfg_next""];
	""12"" -> ""7""[label=""cfg_next""];
	""16"" -> ""17""[label=""cfg_next""];
	""17"" -> ""10""[label=""cfg_next""];
	""2"" -> ""1""[label=""cfg_next""];
	""3"" -> ""7""[label=""cfg_goto""];
	""4"" -> ""11""[label=""cfg_next""];
	""5"" -> ""12""[label=""cfg_next""];
	""6"" -> ""14""[label=""cfg_false""];
	""6"" -> ""4""[label=""cfg_true""];
	""7"" -> ""15""[label=""cfg_true""];
	""7"" -> ""2""[label=""cfg_false""];
	""8"" -> ""13""[label=""cfg_false""];
	""8"" -> ""5""[label=""cfg_true""];
	""9"" -> ""16""[label=""cfg_next""];
}
"
"Belong to org.apache.commons.codec.language.bm.Rule.endsWith(CharSequence,CharSequence)","Parameter_1","org.apache.commons.codec.language.bm.Rule","java.lang.CharSequence","Parameter does not obtain cfg"
"Belong to org.apache.commons.codec.language.bm.Rule.endsWith(CharSequence,CharSequence)","Parameter_2","org.apache.commons.codec.language.bm.Rule","java.lang.CharSequence","Parameter does not obtain cfg"
"org.apache.commons.codec.language.bm.Rule.lambda$pattern$7(String,CharSequence)","Method","org.apache.commons.codec.language.bm.Rule","boolean lambda$pattern$7(java.lang.String,java.lang.CharSequence)","digraph cfg_lambda$pattern$7 {
	""1"" [label=""$stack2 = staticinvoke <org.apache.commons.codec.language.bm.Rule: boolean startsWith(java.lang.CharSequence,java.lang.CharSequence)>(input, content)""];
	""2"" [label=""content := @parameter0: java.lang.String""];
	""3"" [label=""input := @parameter1: java.lang.CharSequence""];
	""4"" [label=""return $stack2""];
	""1"" -> ""4""[label=""cfg_next""];
	""2"" -> ""3""[label=""cfg_next""];
	""3"" -> ""1""[label=""cfg_next""];
}
"
"Belong to org.apache.commons.codec.language.bm.Rule.lambda$pattern$7(String,CharSequence)","Parameter_1","org.apache.commons.codec.language.bm.Rule","java.lang.String","Parameter does not obtain cfg"
"Belong to org.apache.commons.codec.language.bm.Rule.lambda$pattern$7(String,CharSequence)","Parameter_2","org.apache.commons.codec.language.bm.Rule","java.lang.CharSequence","Parameter does not obtain cfg"
"org.apache.commons.codec.language.bm.Rule.lambda$static$0(CharSequence)","Method","org.apache.commons.codec.language.bm.Rule","boolean lambda$static$0(java.lang.CharSequence)","digraph cfg_lambda$static$0 {
	""1"" [label=""input := @parameter0: java.lang.CharSequence""];
	""2"" [label=""return 1""];
	""1"" -> ""2""[label=""cfg_next""];
}
"
"Belong to org.apache.commons.codec.language.bm.Rule.lambda$static$0(CharSequence)","Parameter_1","org.apache.commons.codec.language.bm.Rule","java.lang.CharSequence","Parameter does not obtain cfg"
"org.apache.commons.codec.language.bm.Rule.createResourceName(NameType,RuleType,String)","Method","org.apache.commons.codec.language.bm.Rule","java.lang.String createResourceName(org.apache.commons.codec.language.bm.NameType,org.apache.commons.codec.language.bm.RuleType,java.lang.String)","digraph cfg_createResourceName {
	""1"" [label=""$stack3 = newarray (java.lang.Object)[3]""];
	""2"" [label=""$stack3[0] = $stack4""];
	""3"" [label=""$stack3[1] = $stack5""];
	""4"" [label=""$stack3[2] = lang""];
	""5"" [label=""$stack4 = virtualinvoke nameType.<org.apache.commons.codec.language.bm.NameType: java.lang.String getName()>()""];
	""6"" [label=""$stack5 = virtualinvoke rt.<org.apache.commons.codec.language.bm.RuleType: java.lang.String getName()>()""];
	""7"" [label=""$stack6 = staticinvoke <java.lang.String: java.lang.String format(java.lang.String,java.lang.Object[])>(\""/org/apache/commons/codec/language/bm/%s_%s_%s.txt\"", $stack3)""];
	""8"" [label=""lang := @parameter2: java.lang.String""];
	""9"" [label=""nameType := @parameter0: org.apache.commons.codec.language.bm.NameType""];
	""10"" [label=""return $stack6""];
	""11"" [label=""rt := @parameter1: org.apache.commons.codec.language.bm.RuleType""];
	""1"" -> ""5""[label=""cfg_next""];
	""11"" -> ""8""[label=""cfg_next""];
	""2"" -> ""6""[label=""cfg_next""];
	""3"" -> ""4""[label=""cfg_next""];
	""4"" -> ""7""[label=""cfg_next""];
	""5"" -> ""2""[label=""cfg_next""];
	""6"" -> ""3""[label=""cfg_next""];
	""7"" -> ""10""[label=""cfg_next""];
	""8"" -> ""1""[label=""cfg_next""];
	""9"" -> ""11""[label=""cfg_next""];
}
"
"Belong to org.apache.commons.codec.language.bm.Rule.createResourceName(NameType,RuleType,String)","Parameter_1","org.apache.commons.codec.language.bm.Rule","org.apache.commons.codec.language.bm.NameType","Parameter does not obtain cfg"
"Belong to org.apache.commons.codec.language.bm.Rule.createResourceName(NameType,RuleType,String)","Parameter_2","org.apache.commons.codec.language.bm.Rule","org.apache.commons.codec.language.bm.RuleType","Parameter does not obtain cfg"
"Belong to org.apache.commons.codec.language.bm.Rule.createResourceName(NameType,RuleType,String)","Parameter_3","org.apache.commons.codec.language.bm.Rule","java.lang.String","Parameter does not obtain cfg"
"org.apache.commons.codec.language.bm.Rule.pattern(String)","Method","org.apache.commons.codec.language.bm.Rule","org.apache.commons.codec.language.bm.Rule$RPattern pattern(java.lang.String)","digraph cfg_pattern {
	""1"" [label=""$stack11 = $stack26 - 1""];
	""2"" [label=""$stack11 = virtualinvoke regex.<java.lang.String: int length()>()""];
	""3"" [label=""$stack12 = new org.apache.commons.codec.language.bm.Rule$2""];
	""4"" [label=""$stack13 = virtualinvoke content.<java.lang.String: int length()>()""];
	""5"" [label=""$stack14 = $stack13 - 1""];
	""6"" [label=""$stack15 = virtualinvoke boxContent.<java.lang.String: boolean contains(java.lang.CharSequence)>(\""[\"")""];
	""7"" [label=""$stack16 = dynamicinvoke \""isMatch\"" <org.apache.commons.codec.language.bm.Rule$RPattern (java.lang.String,boolean)>(bContent, shouldMatch) <java.lang.invoke.LambdaMetafactory: java.lang.invoke.CallSite metafactory(java.lang.invoke.MethodHandles$Lookup,java.lang.String,java.lang.invoke.MethodType,java.lang.invoke.MethodType,java.lang.invoke.MethodHandle,java.lang.invoke.MethodType)>(methodtype: boolean __METHODTYPE__(java.lang.CharSequence), methodhandle: \""REF_INVOKE_STATIC\"" <org.apache.commons.codec.language.bm.Rule: boolean lambda$pattern$11(java.lang.String,boolean,java.lang.CharSequence)>, methodtype: boolean __METHODTYPE__(java.lang.CharSequence))""];
	""8"" [label=""$stack17 = dynamicinvoke \""isMatch\"" <org.apache.commons.codec.language.bm.Rule$RPattern (java.lang.String,boolean)>(bContent, shouldMatch) <java.lang.invoke.LambdaMetafactory: java.lang.invoke.CallSite metafactory(java.lang.invoke.MethodHandles$Lookup,java.lang.String,java.lang.invoke.MethodType,java.lang.invoke.MethodType,java.lang.invoke.MethodHandle,java.lang.invoke.MethodType)>(methodtype: boolean __METHODTYPE__(java.lang.CharSequence), methodhandle: \""REF_INVOKE_STATIC\"" <org.apache.commons.codec.language.bm.Rule: boolean lambda$pattern$10(java.lang.String,boolean,java.lang.CharSequence)>, methodtype: boolean __METHODTYPE__(java.lang.CharSequence))""];
	""9"" [label=""$stack18 = dynamicinvoke \""isMatch\"" <org.apache.commons.codec.language.bm.Rule$RPattern (java.lang.String,boolean)>(bContent, shouldMatch) <java.lang.invoke.LambdaMetafactory: java.lang.invoke.CallSite metafactory(java.lang.invoke.MethodHandles$Lookup,java.lang.String,java.lang.invoke.MethodType,java.lang.invoke.MethodType,java.lang.invoke.MethodHandle,java.lang.invoke.MethodType)>(methodtype: boolean __METHODTYPE__(java.lang.CharSequence), methodhandle: \""REF_INVOKE_STATIC\"" <org.apache.commons.codec.language.bm.Rule: boolean lambda$pattern$9(java.lang.String,boolean,java.lang.CharSequence)>, methodtype: boolean __METHODTYPE__(java.lang.CharSequence))""];
	""10"" [label=""$stack19 = virtualinvoke content.<java.lang.String: boolean isEmpty()>()""];
	""11"" [label=""$stack20 = dynamicinvoke \""isMatch\"" <org.apache.commons.codec.language.bm.Rule$RPattern (java.lang.String)>(content) <java.lang.invoke.LambdaMetafactory: java.lang.invoke.CallSite metafactory(java.lang.invoke.MethodHandles$Lookup,java.lang.String,java.lang.invoke.MethodType,java.lang.invoke.MethodType,java.lang.invoke.MethodHandle,java.lang.invoke.MethodType)>(methodtype: boolean __METHODTYPE__(java.lang.CharSequence), methodhandle: \""REF_INVOKE_STATIC\"" <org.apache.commons.codec.language.bm.Rule: boolean lambda$pattern$8(java.lang.String,java.lang.CharSequence)>, methodtype: boolean __METHODTYPE__(java.lang.CharSequence))""];
	""12"" [label=""$stack21 = dynamicinvoke \""isMatch\"" <org.apache.commons.codec.language.bm.Rule$RPattern (java.lang.String)>(content) <java.lang.invoke.LambdaMetafactory: java.lang.invoke.CallSite metafactory(java.lang.invoke.MethodHandles$Lookup,java.lang.String,java.lang.invoke.MethodType,java.lang.invoke.MethodType,java.lang.invoke.MethodHandle,java.lang.invoke.MethodType)>(methodtype: boolean __METHODTYPE__(java.lang.CharSequence), methodhandle: \""REF_INVOKE_STATIC\"" <org.apache.commons.codec.language.bm.Rule: boolean lambda$pattern$7(java.lang.String,java.lang.CharSequence)>, methodtype: boolean __METHODTYPE__(java.lang.CharSequence))""];
	""13"" [label=""$stack22 = <org.apache.commons.codec.language.bm.Rule: org.apache.commons.codec.language.bm.Rule$RPattern ALL_STRINGS_RMATCHER>""];
	""14"" [label=""$stack23 = virtualinvoke content.<java.lang.String: boolean isEmpty()>()""];
	""15"" [label=""$stack24 = dynamicinvoke \""isMatch\"" <org.apache.commons.codec.language.bm.Rule$RPattern (java.lang.String)>(content) <java.lang.invoke.LambdaMetafactory: java.lang.invoke.CallSite metafactory(java.lang.invoke.MethodHandles$Lookup,java.lang.String,java.lang.invoke.MethodType,java.lang.invoke.MethodType,java.lang.invoke.MethodHandle,java.lang.invoke.MethodType)>(methodtype: boolean __METHODTYPE__(java.lang.CharSequence), methodhandle: \""REF_INVOKE_STATIC\"" <org.apache.commons.codec.language.bm.Rule: boolean lambda$pattern$6(java.lang.String,java.lang.CharSequence)>, methodtype: boolean __METHODTYPE__(java.lang.CharSequence))""];
	""16"" [label=""$stack25 = dynamicinvoke \""isMatch\"" <org.apache.commons.codec.language.bm.Rule$RPattern ()>() <java.lang.invoke.LambdaMetafactory: java.lang.invoke.CallSite metafactory(java.lang.invoke.MethodHandles$Lookup,java.lang.String,java.lang.invoke.MethodType,java.lang.invoke.MethodType,java.lang.invoke.MethodHandle,java.lang.invoke.MethodType)>(methodtype: boolean __METHODTYPE__(java.lang.CharSequence), methodhandle: \""REF_INVOKE_STATIC\"" <org.apache.commons.codec.language.bm.Rule: boolean lambda$pattern$5(java.lang.CharSequence)>, methodtype: boolean __METHODTYPE__(java.lang.CharSequence))""];
	""17"" [label=""$stack26 = virtualinvoke regex.<java.lang.String: int length()>()""];
	""18"" [label=""$stack27 = 0""];
	""19"" [label=""$stack27 = 1""];
	""20"" [label=""bContent = boxContent""];
	""21"" [label=""boxContent = virtualinvoke boxContent.<java.lang.String: java.lang.String substring(int)>(1)""];
	""22"" [label=""boxContent = virtualinvoke content.<java.lang.String: java.lang.String substring(int,int)>(1, $stack14)""];
	""23"" [label=""boxes = virtualinvoke content.<java.lang.String: boolean contains(java.lang.CharSequence)>(\""[\"")""];
	""24"" [label=""content = virtualinvoke regex.<java.lang.String: java.lang.String substring(int,int)>($stack27, $stack11)""];
	""25"" [label=""endsWith = virtualinvoke regex.<java.lang.String: boolean endsWith(java.lang.String)>(\""$\"")""];
	""26"" [label=""endsWithBox = virtualinvoke content.<java.lang.String: boolean endsWith(java.lang.String)>(\""]\"")""];
	""27"" [label=""goto""];
	""28"" [label=""goto""];
	""29"" [label=""goto""];
	""30"" [label=""if $stack15 != 0""];
	""31"" [label=""if $stack19 == 0""];
	""32"" [label=""if $stack23 == 0""];
	""33"" [label=""if boxes != 0""];
	""34"" [label=""if endsWith == 0""];
	""35"" [label=""if endsWith == 0""];
	""36"" [label=""if endsWith == 0""];
	""37"" [label=""if endsWith == 0""];
	""38"" [label=""if endsWith == 0""];
	""39"" [label=""if endsWith == 0""];
	""40"" [label=""if endsWithBox == 0""];
	""41"" [label=""if negate != 0""];
	""42"" [label=""if negate == 0""];
	""43"" [label=""if startsWith != 0""];
	""44"" [label=""if startsWith == 0""];
	""45"" [label=""if startsWith == 0""];
	""46"" [label=""if startsWith == 0""];
	""47"" [label=""if startsWith == 0""];
	""48"" [label=""if startsWith == 0""];
	""49"" [label=""if startsWithBox == 0""];
	""50"" [label=""negate = virtualinvoke boxContent.<java.lang.String: boolean startsWith(java.lang.String)>(\""^\"")""];
	""51"" [label=""regex := @parameter0: java.lang.String""];
	""52"" [label=""return $stack12""];
	""53"" [label=""return $stack16""];
	""54"" [label=""return $stack17""];
	""55"" [label=""return $stack18""];
	""56"" [label=""return $stack20""];
	""57"" [label=""return $stack21""];
	""58"" [label=""return $stack22""];
	""59"" [label=""return $stack24""];
	""60"" [label=""return $stack25""];
	""61"" [label=""shouldMatch = 0""];
	""62"" [label=""shouldMatch = 1""];
	""63"" [label=""specialinvoke $stack12.<org.apache.commons.codec.language.bm.Rule$2: void <init>(java.lang.String)>(regex)""];
	""64"" [label=""startsWith = virtualinvoke regex.<java.lang.String: boolean startsWith(java.lang.String)>(\""^\"")""];
	""65"" [label=""startsWithBox = virtualinvoke content.<java.lang.String: boolean startsWith(java.lang.String)>(\""[\"")""];
	""1"" -> ""28""[label=""cfg_next""];
	""10"" -> ""31""[label=""cfg_next""];
	""11"" -> ""56""[label=""cfg_next""];
	""12"" -> ""57""[label=""cfg_next""];
	""13"" -> ""58""[label=""cfg_next""];
	""14"" -> ""32""[label=""cfg_next""];
	""15"" -> ""59""[label=""cfg_next""];
	""16"" -> ""60""[label=""cfg_next""];
	""17"" -> ""1""[label=""cfg_next""];
	""18"" -> ""34""[label=""cfg_next""];
	""19"" -> ""27""[label=""cfg_next""];
	""2"" -> ""24""[label=""cfg_next""];
	""20"" -> ""41""[label=""cfg_next""];
	""21"" -> ""20""[label=""cfg_next""];
	""22"" -> ""6""[label=""cfg_next""];
	""23"" -> ""33""[label=""cfg_next""];
	""24"" -> ""23""[label=""cfg_next""];
	""25"" -> ""44""[label=""cfg_next""];
	""26"" -> ""49""[label=""cfg_next""];
	""27"" -> ""34""[label=""cfg_goto""];
	""28"" -> ""24""[label=""cfg_goto""];
	""29"" -> ""47""[label=""cfg_goto""];
	""3"" -> ""63""[label=""cfg_next""];
	""30"" -> ""3""[label=""cfg_true""];
	""30"" -> ""50""[label=""cfg_false""];
	""31"" -> ""13""[label=""cfg_false""];
	""31"" -> ""46""[label=""cfg_true""];
	""32"" -> ""15""[label=""cfg_true""];
	""32"" -> ""16""[label=""cfg_false""];
	""33"" -> ""45""[label=""cfg_false""];
	""33"" -> ""65""[label=""cfg_true""];
	""34"" -> ""17""[label=""cfg_false""];
	""34"" -> ""2""[label=""cfg_true""];
	""35"" -> ""14""[label=""cfg_false""];
	""35"" -> ""43""[label=""cfg_true""];
	""36"" -> ""10""[label=""cfg_false""];
	""36"" -> ""46""[label=""cfg_true""];
	""37"" -> ""11""[label=""cfg_false""];
	""37"" -> ""3""[label=""cfg_true""];
	""38"" -> ""48""[label=""cfg_true""];
	""38"" -> ""9""[label=""cfg_false""];
	""39"" -> ""3""[label=""cfg_true""];
	""39"" -> ""7""[label=""cfg_false""];
	""4"" -> ""5""[label=""cfg_next""];
	""40"" -> ""3""[label=""cfg_true""];
	""40"" -> ""4""[label=""cfg_false""];
	""41"" -> ""61""[label=""cfg_true""];
	""41"" -> ""62""[label=""cfg_false""];
	""42"" -> ""20""[label=""cfg_true""];
	""42"" -> ""21""[label=""cfg_false""];
	""43"" -> ""10""[label=""cfg_true""];
	""43"" -> ""36""[label=""cfg_false""];
	""44"" -> ""18""[label=""cfg_true""];
	""44"" -> ""19""[label=""cfg_false""];
	""45"" -> ""35""[label=""cfg_false""];
	""45"" -> ""43""[label=""cfg_true""];
	""46"" -> ""12""[label=""cfg_false""];
	""46"" -> ""37""[label=""cfg_true""];
	""47"" -> ""38""[label=""cfg_false""];
	""47"" -> ""48""[label=""cfg_true""];
	""48"" -> ""39""[label=""cfg_true""];
	""48"" -> ""8""[label=""cfg_false""];
	""49"" -> ""3""[label=""cfg_true""];
	""49"" -> ""40""[label=""cfg_false""];
	""5"" -> ""22""[label=""cfg_next""];
	""50"" -> ""42""[label=""cfg_next""];
	""51"" -> ""64""[label=""cfg_next""];
	""6"" -> ""30""[label=""cfg_next""];
	""61"" -> ""47""[label=""cfg_next""];
	""62"" -> ""29""[label=""cfg_next""];
	""63"" -> ""52""[label=""cfg_next""];
	""64"" -> ""25""[label=""cfg_next""];
	""65"" -> ""26""[label=""cfg_next""];
	""7"" -> ""53""[label=""cfg_next""];
	""8"" -> ""54""[label=""cfg_next""];
	""9"" -> ""55""[label=""cfg_next""];
}
"
"Belong to org.apache.commons.codec.language.bm.Rule.pattern(String)","Parameter_1","org.apache.commons.codec.language.bm.Rule","java.lang.String","Parameter does not obtain cfg"
"org.apache.commons.codec.language.bm.Rule.getLContext()","Method","org.apache.commons.codec.language.bm.Rule","org.apache.commons.codec.language.bm.Rule$RPattern getLContext()","digraph cfg_getLContext {
	""1"" [label=""$stack1 = this.<org.apache.commons.codec.language.bm.Rule: org.apache.commons.codec.language.bm.Rule$RPattern lContext>""];
	""2"" [label=""return $stack1""];
	""3"" [label=""this := @this: org.apache.commons.codec.language.bm.Rule""];
	""1"" -> ""2""[label=""cfg_next""];
	""3"" -> ""1""[label=""cfg_next""];
}
"
"org.apache.commons.codec.language.bm.Rule.lambda$pattern$9(String,boolean,CharSequence)","Method","org.apache.commons.codec.language.bm.Rule","boolean lambda$pattern$9(java.lang.String,boolean,java.lang.CharSequence)","digraph cfg_lambda$pattern$9 {
	""1"" [label=""$stack3 = interfaceinvoke input.<java.lang.CharSequence: int length()>()""];
	""2"" [label=""$stack4 = interfaceinvoke input.<java.lang.CharSequence: char charAt(int)>(0)""];
	""3"" [label=""$stack5 = staticinvoke <org.apache.commons.codec.language.bm.Rule: boolean contains(java.lang.CharSequence,char)>(bContent, $stack4)""];
	""4"" [label=""$stack6 = 0""];
	""5"" [label=""$stack6 = 1""];
	""6"" [label=""bContent := @parameter0: java.lang.String""];
	""7"" [label=""goto""];
	""8"" [label=""if $stack3 != 1""];
	""9"" [label=""if $stack5 != shouldMatch""];
	""10"" [label=""input := @parameter2: java.lang.CharSequence""];
	""11"" [label=""return $stack6""];
	""12"" [label=""shouldMatch := @parameter1: boolean""];
	""1"" -> ""8""[label=""cfg_next""];
	""10"" -> ""1""[label=""cfg_next""];
	""12"" -> ""10""[label=""cfg_next""];
	""2"" -> ""3""[label=""cfg_next""];
	""3"" -> ""9""[label=""cfg_next""];
	""4"" -> ""11""[label=""cfg_next""];
	""5"" -> ""7""[label=""cfg_next""];
	""6"" -> ""12""[label=""cfg_next""];
	""7"" -> ""11""[label=""cfg_goto""];
	""8"" -> ""2""[label=""cfg_false""];
	""8"" -> ""4""[label=""cfg_true""];
	""9"" -> ""4""[label=""cfg_true""];
	""9"" -> ""5""[label=""cfg_false""];
}
"
"Belong to org.apache.commons.codec.language.bm.Rule.lambda$pattern$9(String,boolean,CharSequence)","Parameter_1","org.apache.commons.codec.language.bm.Rule","java.lang.String","Parameter does not obtain cfg"
"Belong to org.apache.commons.codec.language.bm.Rule.lambda$pattern$9(String,boolean,CharSequence)","Parameter_2","org.apache.commons.codec.language.bm.Rule","boolean","Parameter does not obtain cfg"
"Belong to org.apache.commons.codec.language.bm.Rule.lambda$pattern$9(String,boolean,CharSequence)","Parameter_3","org.apache.commons.codec.language.bm.Rule","java.lang.CharSequence","Parameter does not obtain cfg"
"org.apache.commons.codec.language.bm.Rule.createScanner(String)","Method","org.apache.commons.codec.language.bm.Rule","java.util.Scanner createScanner(java.lang.String)","digraph cfg_createScanner {
	""1"" [label=""$stack2 = newarray (java.lang.Object)[1]""];
	""2"" [label=""$stack2[0] = lang""];
	""3"" [label=""$stack3 = <org.apache.commons.codec.language.bm.ResourceConstants: java.lang.String ENCODING>""];
	""4"" [label=""$stack4 = staticinvoke <org.apache.commons.codec.Resources: java.io.InputStream getInputStream(java.lang.String)>(resName)""];
	""5"" [label=""$stack5 = new java.util.Scanner""];
	""6"" [label=""lang := @parameter0: java.lang.String""];
	""7"" [label=""resName = staticinvoke <java.lang.String: java.lang.String format(java.lang.String,java.lang.Object[])>(\""/org/apache/commons/codec/language/bm/%s.txt\"", $stack2)""];
	""8"" [label=""return $stack5""];
	""9"" [label=""specialinvoke $stack5.<java.util.Scanner: void <init>(java.io.InputStream,java.lang.String)>($stack4, $stack3)""];
	""1"" -> ""2""[label=""cfg_next""];
	""2"" -> ""7""[label=""cfg_next""];
	""3"" -> ""9""[label=""cfg_next""];
	""4"" -> ""3""[label=""cfg_next""];
	""5"" -> ""4""[label=""cfg_next""];
	""6"" -> ""1""[label=""cfg_next""];
	""7"" -> ""5""[label=""cfg_next""];
	""9"" -> ""8""[label=""cfg_next""];
}
"
"Belong to org.apache.commons.codec.language.bm.Rule.createScanner(String)","Parameter_1","org.apache.commons.codec.language.bm.Rule","java.lang.String","Parameter does not obtain cfg"
"org.apache.commons.codec.language.bm.Rule.lambda$pattern$10(String,boolean,CharSequence)","Method","org.apache.commons.codec.language.bm.Rule","boolean lambda$pattern$10(java.lang.String,boolean,java.lang.CharSequence)","digraph cfg_lambda$pattern$10 {
	""1"" [label=""$stack3 = interfaceinvoke input.<java.lang.CharSequence: int length()>()""];
	""2"" [label=""$stack4 = interfaceinvoke input.<java.lang.CharSequence: char charAt(int)>(0)""];
	""3"" [label=""$stack5 = staticinvoke <org.apache.commons.codec.language.bm.Rule: boolean contains(java.lang.CharSequence,char)>(bContent, $stack4)""];
	""4"" [label=""$stack6 = 0""];
	""5"" [label=""$stack6 = 1""];
	""6"" [label=""bContent := @parameter0: java.lang.String""];
	""7"" [label=""goto""];
	""8"" [label=""if $stack3 <= 0""];
	""9"" [label=""if $stack5 != shouldMatch""];
	""10"" [label=""input := @parameter2: java.lang.CharSequence""];
	""11"" [label=""return $stack6""];
	""12"" [label=""shouldMatch := @parameter1: boolean""];
	""1"" -> ""8""[label=""cfg_next""];
	""10"" -> ""1""[label=""cfg_next""];
	""12"" -> ""10""[label=""cfg_next""];
	""2"" -> ""3""[label=""cfg_next""];
	""3"" -> ""9""[label=""cfg_next""];
	""4"" -> ""11""[label=""cfg_next""];
	""5"" -> ""7""[label=""cfg_next""];
	""6"" -> ""12""[label=""cfg_next""];
	""7"" -> ""11""[label=""cfg_goto""];
	""8"" -> ""2""[label=""cfg_false""];
	""8"" -> ""4""[label=""cfg_true""];
	""9"" -> ""4""[label=""cfg_true""];
	""9"" -> ""5""[label=""cfg_false""];
}
"
"Belong to org.apache.commons.codec.language.bm.Rule.lambda$pattern$10(String,boolean,CharSequence)","Parameter_1","org.apache.commons.codec.language.bm.Rule","java.lang.String","Parameter does not obtain cfg"
"Belong to org.apache.commons.codec.language.bm.Rule.lambda$pattern$10(String,boolean,CharSequence)","Parameter_2","org.apache.commons.codec.language.bm.Rule","boolean","Parameter does not obtain cfg"
