"FEN","Type","Comment","Source Code","Return Type","Modifier","class_extends","implements"
"org.apache.commons.codec.language.ColognePhonetic.AHKLOQRUX","Field","No Comment","private static final char[] AHKLOQRUX = { 'A', 'H', 'K', 'L', 'O', 'Q', 'R', 'U', 'X' };","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.SZ","Field","No Comment","private static final char[] SZ = { 'S', 'Z' };","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.AHKOQUX","Field","No Comment","private static final char[] AHKOQUX = { 'A', 'H', 'K', 'O', 'Q', 'U', 'X' };","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.DTX","Field","No Comment","private static final char[] DTX = { 'D', 'T', 'X' };","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CHAR_IGNORE","Field","is this character to be ignored?","private static final char CHAR_IGNORE = '-';","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.arrayContains(char[],char)","Method","* Returns whether the array contains the key, or not.","private static boolean arrayContains(final char[] arr, final char key) {
    for (final char element : arr) {
        if (element == key) {
            return true;
        }
    }
    return false;
}","boolean","private , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.arrayContains(char[],char).arr","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic.arrayContains(char[],char)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.arrayContains(char[],char).key","Parameter_2","Belong to org.apache.commons.codec.language.ColognePhonetic.arrayContains(char[],char)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.colognePhonetic(String)","Method","* <p>
     * Implements the <em>K&ouml;lner Phonetik</em> algorithm.
     * </p>
     * <p>
     * In contrast to the initial description of the algorithm, this implementation does the encoding in one pass.
     * </p>
     *
     * @param text The source text to encode
     * @return the corresponding encoding according to the <em>K&ouml;lner Phonetik</em> algorithm","public String colognePhonetic(final String text) {
    if (text == null) {
        return null;
    }
    final CologneInputBuffer input = new CologneInputBuffer(preprocess(text));
    final CologneOutputBuffer output = new CologneOutputBuffer(input.length() * 2);
    char nextChar;
    char lastChar = CHAR_IGNORE;
    char chr;
    while (!input.isEmpty()) {
        chr = input.removeNext();
        if (!input.isEmpty()) {
            nextChar = input.getNextChar();
        } else {
            nextChar = CHAR_IGNORE;
        }
        if (chr < 'A' || chr > 'Z') {
            // ignore unwanted characters
            continue;
        }
        if (arrayContains(AEIJOUY, chr)) {
            output.put('0');
        } else if (chr == 'B' || chr == 'P' && nextChar != 'H') {
            output.put('1');
        } else if ((chr == 'D' || chr == 'T') && !arrayContains(CSZ, nextChar)) {
            output.put('2');
        } else if (arrayContains(FPVW, chr)) {
            output.put('3');
        } else if (arrayContains(GKQ, chr)) {
            output.put('4');
        } else if (chr == 'X' && !arrayContains(CKQ, lastChar)) {
            output.put('4');
            output.put('8');
        } else if (chr == 'S' || chr == 'Z') {
            output.put('8');
        } else if (chr == 'C') {
            if (output.isEmpty()) {
                if (arrayContains(AHKLOQRUX, nextChar)) {
                    output.put('4');
                } else {
                    output.put('8');
                }
            } else if (arrayContains(SZ, lastChar) || !arrayContains(AHKOQUX, nextChar)) {
                output.put('8');
            } else {
                output.put('4');
            }
        } else if (arrayContains(DTX, chr)) {
            output.put('8');
        } else {
            switch(chr) {
                case 'R':
                    output.put('7');
                    break;
                case 'L':
                    output.put('5');
                    break;
                case 'M':
                case 'N':
                    output.put('6');
                    break;
                case 'H':
                    // needed by put
                    output.put(CHAR_IGNORE);
                    break;
                default:
                    break;
            }
        }
        lastChar = chr;
    }
    return output.toString();
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.colognePhonetic(String).text","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic.colognePhonetic(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.encode(Object)","Method","No Comment","@Override
public Object encode(final Object object) throws EncoderException {
    if (!(object instanceof String)) {
        throw new EncoderException(""This method's parameter was expected to be of the type "" + String.class.getName() + "". But actually it was of the type "" + object.getClass().getName() + ""."");
    }
    return encode((String) object);
}","Object","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.encode(Object).object","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic.encode(Object)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.encode(String)","Method","No Comment","@Override
public String encode(final String text) {
    return colognePhonetic(text);
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.encode(String).text","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic.encode(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.isEncodeEqual(String,String)","Method","* Compares the first encoded string to the second encoded string.
     *
     * @param text1 source text to encode before testing for equality.
     * @param text2 source text to encode before testing for equality.
     * @return {@code true} if the encoding the first string equals the encoding of the second string, {@code false}
     *         otherwise","public boolean isEncodeEqual(final String text1, final String text2) {
    return colognePhonetic(text1).equals(colognePhonetic(text2));
}","boolean","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.isEncodeEqual(String,String).text1","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic.isEncodeEqual(String,String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.isEncodeEqual(String,String).text2","Parameter_2","Belong to org.apache.commons.codec.language.ColognePhonetic.isEncodeEqual(String,String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.preprocess(String)","Method","* Converts the string to upper case and replaces Germanic umlaut characters
     * The following characters are mapped:
     * <ul>
     * <li>capital A, umlaut mark</li>
     * <li>capital U, umlaut mark</li>
     * <li>capital O, umlaut mark</li>
     * <li>small sharp s, German</li>
     * </ul>","private char[] preprocess(final String text) {
    // This converts German small sharp s (Eszett) to SS
    final char[] chrs = text.toUpperCase(Locale.GERMAN).toCharArray();
    for (int index = 0; index < chrs.length; index++) {
        switch(chrs[index]) {
            case // capital A, umlaut mark
            '\u00C4':
                chrs[index] = 'A';
                break;
            case // capital U, umlaut mark
            '\u00DC':
                chrs[index] = 'U';
                break;
            case // capital O, umlaut mark
            '\u00D6':
                chrs[index] = 'O';
                break;
            default:
                break;
        }
    }
    return chrs;
}","char[]","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.preprocess(String).text","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic.preprocess(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.<init>()","Constructor","* Constructs a new instance.","public ColognePhonetic() {
    // empty
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneBuffer","Class","* This class is not thread-safe; the field {@link #length} is mutable.
     * However, it is not shared between threads, as it is constructed on demand
     * by the method {@link ColognePhonetic#colognePhonetic(String)}","Class do not obtain Source Code","No return type","abstract , static ","",""
"org.apache.commons.codec.language.ColognePhonetic$CologneBuffer.data","Field","No Comment","protected final char[] data;","No return type","protected , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneBuffer.length","Field","No Comment","protected int length;","No return type","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneBuffer.copyData(int,int)","Abstract Method","No Comment","protected abstract char[] copyData(int start, int length);","char[]","protected , abstract ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneBuffer.copyData(int,int).start","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic$CologneBuffer.copyData(int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneBuffer.copyData(int,int).length","Parameter_2","Belong to org.apache.commons.codec.language.ColognePhonetic$CologneBuffer.copyData(int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneBuffer.isEmpty()","Method","No Comment","public boolean isEmpty() {
    return length() == 0;
}","boolean","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneBuffer.length()","Method","No Comment","public int length() {
    return length;
}","int","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneBuffer.toString()","Method","No Comment","@Override
public String toString() {
    return new String(copyData(0, length));
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneBuffer.<init>(char[])","Constructor","No Comment","CologneBuffer(final char[] data) {
    this.data = data;
    this.length = data.length;
}","No return type","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneBuffer.<init>(char[]).data","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic$CologneBuffer.<init>(char[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneBuffer.<init>(int)","Constructor","No Comment","CologneBuffer(final int buffSize) {
    this.data = new char[buffSize];
    this.length = 0;
}","No return type","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneBuffer.<init>(int).buffSize","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic$CologneBuffer.<init>(int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer","Class","No Comment","Class do not obtain Source Code","No return type","private , final ","org.apache.commons.codec.language.ColognePhonetic.CologneBuffer",""
"org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer.copyData(int,int)","Method","No Comment","@Override
protected char[] copyData(final int start, final int length) {
    final char[] newData = new char[length];
    System.arraycopy(data, data.length - this.length + start, newData, 0, length);
    return newData;
}","char[]","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer.copyData(int,int).start","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer.copyData(int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer.copyData(int,int).length","Parameter_2","Belong to org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer.copyData(int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer.getNextChar()","Method","No Comment","public char getNextChar() {
    return data[getNextPos()];
}","char","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer.getNextPos()","Method","No Comment","protected int getNextPos() {
    return data.length - length;
}","int","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer.removeNext()","Method","No Comment","public char removeNext() {
    final char ch = getNextChar();
    length--;
    return ch;
}","char","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer.<init>(char[])","Constructor","No Comment","CologneInputBuffer(final char[] data) {
    super(data);
}","No return type","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer.<init>(char[]).data","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer.<init>(char[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneOutputBuffer","Class","No Comment","Class do not obtain Source Code","No return type","private , final ","org.apache.commons.codec.language.ColognePhonetic.CologneBuffer",""
"org.apache.commons.codec.language.ColognePhonetic$CologneOutputBuffer.lastCode","Field","No Comment","private char lastCode;","No return type","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneOutputBuffer.copyData(int,int)","Method","No Comment","@Override
protected char[] copyData(final int start, final int length) {
    return Arrays.copyOfRange(data, start, length);
}","char[]","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneOutputBuffer.copyData(int,int).start","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic$CologneOutputBuffer.copyData(int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneOutputBuffer.copyData(int,int).length","Parameter_2","Belong to org.apache.commons.codec.language.ColognePhonetic$CologneOutputBuffer.copyData(int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneOutputBuffer.put(char)","Method","* Stores the next code in the output buffer, keeping track of the previous code.
         * '0' is only stored if it is the first entry.
         * Ignored chars are never stored.
         * If the code is the same as the last code (whether stored or not) it is not stored.
         *
         * @param code the code to store.","public void put(final char code) {
    if (code != CHAR_IGNORE && lastCode != code && (code != '0' || length == 0)) {
        data[length] = code;
        length++;
    }
    lastCode = code;
}","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneOutputBuffer.put(char).code","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic$CologneOutputBuffer.put(char)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneOutputBuffer.<init>(int)","Constructor","No Comment","CologneOutputBuffer(final int buffSize) {
    super(buffSize);
    // impossible value
    lastCode = '/';
}","No return type","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic$CologneOutputBuffer.<init>(int).buffSize","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic$CologneOutputBuffer.<init>(int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneBuffer","Abstract Class","* This class is not thread-safe; the field {@link #length} is mutable.
     * However, it is not shared between threads, as it is constructed on demand
     * by the method {@link ColognePhonetic#colognePhonetic(String)}","Abstract Class do not obtain Source Code","No return type","abstract , static ","",""
"org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.data","Field","No Comment","protected final char[] data;","No return type","protected , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.length","Field","No Comment","protected int length;","No return type","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.copyData(int,int)","Abstract Method","No Comment","protected abstract char[] copyData(int start, int length);","char[]","protected , abstract ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.copyData(int,int).start","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.copyData(int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.copyData(int,int).length","Parameter_2","Belong to org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.copyData(int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.isEmpty()","Method","No Comment","public boolean isEmpty() {
    return length() == 0;
}","boolean","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.length()","Method","No Comment","public int length() {
    return length;
}","int","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.toString()","Method","No Comment","@Override
public String toString() {
    return new String(copyData(0, length));
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.<init>(char[])","Constructor","No Comment","CologneBuffer(final char[] data) {
    this.data = data;
    this.length = data.length;
}","No return type","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.<init>(char[]).data","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.<init>(char[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.<init>(int)","Constructor","No Comment","CologneBuffer(final int buffSize) {
    this.data = new char[buffSize];
    this.length = 0;
}","No return type","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.<init>(int).buffSize","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic.CologneBuffer.<init>(int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer","Class","No Comment","Class do not obtain Source Code","No return type","private , final ","org.apache.commons.codec.language.ColognePhonetic.CologneBuffer",""
"org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.copyData(int,int)","Method","No Comment","@Override
protected char[] copyData(final int start, final int length) {
    final char[] newData = new char[length];
    System.arraycopy(data, data.length - this.length + start, newData, 0, length);
    return newData;
}","char[]","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.copyData(int,int).start","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.copyData(int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.copyData(int,int).length","Parameter_2","Belong to org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.copyData(int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.getNextChar()","Method","No Comment","public char getNextChar() {
    return data[getNextPos()];
}","char","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.getNextPos()","Method","No Comment","protected int getNextPos() {
    return data.length - length;
}","int","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.removeNext()","Method","No Comment","public char removeNext() {
    final char ch = getNextChar();
    length--;
    return ch;
}","char","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.<init>(char[])","Constructor","No Comment","CologneInputBuffer(final char[] data) {
    super(data);
}","No return type","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.<init>(char[]).data","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic.CologneInputBuffer.<init>(char[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneOutputBuffer","Class","No Comment","Class do not obtain Source Code","No return type","private , final ","org.apache.commons.codec.language.ColognePhonetic.CologneBuffer",""
"org.apache.commons.codec.language.ColognePhonetic.CologneOutputBuffer.lastCode","Field","No Comment","private char lastCode;","No return type","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneOutputBuffer.copyData(int,int)","Method","No Comment","@Override
protected char[] copyData(final int start, final int length) {
    return Arrays.copyOfRange(data, start, length);
}","char[]","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneOutputBuffer.copyData(int,int).start","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic.CologneOutputBuffer.copyData(int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneOutputBuffer.copyData(int,int).length","Parameter_2","Belong to org.apache.commons.codec.language.ColognePhonetic.CologneOutputBuffer.copyData(int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneOutputBuffer.put(char)","Method","* Stores the next code in the output buffer, keeping track of the previous code.
         * '0' is only stored if it is the first entry.
         * Ignored chars are never stored.
         * If the code is the same as the last code (whether stored or not) it is not stored.
         *
         * @param code the code to store.","public void put(final char code) {
    if (code != CHAR_IGNORE && lastCode != code && (code != '0' || length == 0)) {
        data[length] = code;
        length++;
    }
    lastCode = code;
}","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneOutputBuffer.put(char).code","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic.CologneOutputBuffer.put(char)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneOutputBuffer.<init>(int)","Constructor","No Comment","CologneOutputBuffer(final int buffSize) {
    super(buffSize);
    // impossible value
    lastCode = '/';
}","No return type","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.ColognePhonetic.CologneOutputBuffer.<init>(int).buffSize","Parameter_1","Belong to org.apache.commons.codec.language.ColognePhonetic.CologneOutputBuffer.<init>(int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex","Class","* Encodes a string into a Refined Soundex value. A refined soundex code is
 * optimized for spell checking words. Soundex method originally developed by
 * <CITE>Margaret Odell</CITE> and <CITE>Robert Russell</CITE>.
 *
 * <p>This class is immutable and thread-safe.</p>","Class do not obtain Source Code","No return type","public ","","org.apache.commons.codec.StringEncoder"
"org.apache.commons.codec.language.RefinedSoundex.US_ENGLISH_MAPPING_STRING","Field","ABCDEFGHIJKLMNOPQRSTUVWXYZ","public static final String US_ENGLISH_MAPPING_STRING = ""01360240043788015936020505"";","No return type","public , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.US_ENGLISH_MAPPING","Field","* RefinedSoundex is *refined* for a number of reasons one being that the
     * mappings have been altered. This implementation contains default
     * mappings for US English.","private static final char[] US_ENGLISH_MAPPING = US_ENGLISH_MAPPING_STRING.toCharArray();","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.US_ENGLISH","Field","* This static variable contains an instance of the RefinedSoundex using
     * the US_ENGLISH mapping.","public static final RefinedSoundex US_ENGLISH = new RefinedSoundex();","No return type","public , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.soundexMapping","Field","* Every letter of the alphabet is ""mapped"" to a numerical value. This char
     * array holds the values to which each letter is mapped. This
     * implementation contains a default map for US_ENGLISH","private final char[] soundexMapping;","No return type","private , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.difference(String,String)","Method","* Returns the number of characters in the two encoded Strings that are the
     * same. This return value ranges from 0 to the length of the shortest
     * encoded String: 0 indicates little or no similarity, and 4 out of 4 (for
     * example) indicates strong similarity or identical values. For refined
     * Soundex, the return value can be greater than 4.
     *
     * @param s1
     *                  A String that will be encoded and compared.
     * @param s2
     *                  A String that will be encoded and compared.
     * @return The number of characters in the two encoded Strings that are the
     *             same from 0 to the length of the shortest encoded String.
     *
     * @see SoundexUtils#difference(StringEncoder,String,String)
     * @see <a href=""https://msdn.microsoft.com/library/default.asp?url=/library/en-us/tsqlref/ts_de-dz_8co5.asp"">
     *          MS T-SQL DIFFERENCE</a>
     *
     * @throws EncoderException
     *                  if an error occurs encoding one of the strings
     * @since 1.3","public int difference(final String s1, final String s2) throws EncoderException {
    return SoundexUtils.difference(this, s1, s2);
}","int","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.difference(String,String).s1","Parameter_1","Belong to org.apache.commons.codec.language.RefinedSoundex.difference(String,String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.difference(String,String).s2","Parameter_2","Belong to org.apache.commons.codec.language.RefinedSoundex.difference(String,String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.encode(Object)","Method","* Encodes an Object using the refined soundex algorithm. This method is
     * provided in order to satisfy the requirements of the Encoder interface,
     * and will throw an EncoderException if the supplied object is not of type
     * {@link String}.
     *
     * @param obj
     *                  Object to encode
     * @return An object (or type {@link String}) containing the refined
     *             soundex code which corresponds to the String supplied.
     * @throws EncoderException
     *                  if the parameter supplied is not of type {@link String}","@Override
public Object encode(final Object obj) throws EncoderException {
    if (!(obj instanceof String)) {
        throw new EncoderException(""Parameter supplied to RefinedSoundex encode is not of type java.lang.String"");
    }
    return soundex((String) obj);
}","Object","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.encode(Object).obj","Parameter_1","Belong to org.apache.commons.codec.language.RefinedSoundex.encode(Object)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.encode(String)","Method","* Encodes a String using the refined soundex algorithm.
     *
     * @param str
     *                  A String object to encode
     * @return A Soundex code corresponding to the String supplied","@Override
public String encode(final String str) {
    return soundex(str);
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.language.RefinedSoundex.encode(String).str","Parameter_1","Belong to org.apache.commons.codec.language.RefinedSoundex.encode(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
