FEN,Type,class,sub_signature,cfg_dot
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory.hasXMLFormat(InputAccessor)","Parameter_1","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.core.format.InputAccessor","Parameter does not obtain cfg"
"com.fasterxml.jackson.dataformat.xml.XmlFactory.writeObject(ObjectOutputStream)","Method","com.fasterxml.jackson.dataformat.xml.XmlFactory","void writeObject(java.io.ObjectOutputStream)","digraph cfg_writeObject {
	""1"" [label=""$stack2 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: javax.xml.stream.XMLInputFactory _xmlInputFactory>""];
	""2"" [label=""$stack3 = virtualinvoke $stack2.<java.lang.Object: java.lang.Class getClass()>()""];
	""3"" [label=""$stack4 = virtualinvoke $stack3.<java.lang.Class: java.lang.String getName()>()""];
	""4"" [label=""$stack5 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: javax.xml.stream.XMLOutputFactory _xmlOutputFactory>""];
	""5"" [label=""$stack6 = virtualinvoke $stack5.<java.lang.Object: java.lang.Class getClass()>()""];
	""6"" [label=""$stack7 = virtualinvoke $stack6.<java.lang.Class: java.lang.String getName()>()""];
	""7"" [label=""out := @parameter0: java.io.ObjectOutputStream""];
	""8"" [label=""return""];
	""9"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactory""];
	""10"" [label=""virtualinvoke out.<java.io.ObjectOutputStream: void defaultWriteObject()>()""];
	""11"" [label=""virtualinvoke out.<java.io.ObjectOutputStream: void writeUTF(java.lang.String)>($stack4)""];
	""12"" [label=""virtualinvoke out.<java.io.ObjectOutputStream: void writeUTF(java.lang.String)>($stack7)""];
	""1"" -> ""2""[label=""cfg_next""];
	""10"" -> ""1""[label=""cfg_next""];
	""11"" -> ""4""[label=""cfg_next""];
	""12"" -> ""8""[label=""cfg_next""];
	""2"" -> ""3""[label=""cfg_next""];
	""3"" -> ""11""[label=""cfg_next""];
	""4"" -> ""5""[label=""cfg_next""];
	""5"" -> ""6""[label=""cfg_next""];
	""6"" -> ""12""[label=""cfg_next""];
	""7"" -> ""10""[label=""cfg_next""];
	""9"" -> ""7""[label=""cfg_next""];
}
"
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory.writeObject(ObjectOutputStream)","Parameter_1","com.fasterxml.jackson.dataformat.xml.XmlFactory","java.io.ObjectOutputStream","Parameter does not obtain cfg"
"com.fasterxml.jackson.dataformat.xml.XmlFactory._createParser(InputStream,IOContext)","Method","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser _createParser(java.io.InputStream,com.fasterxml.jackson.core.io.IOContext)","digraph cfg__createParser {
	""1"" [label=""$stack10 = new com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser""];
	""2"" [label=""$stack11 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: java.lang.String _cfgNameForTextElement>""];
	""3"" [label=""$stack12 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: java.lang.String _cfgNameForTextElement>""];
	""4"" [label=""$stack13 := @caughtexception""];
	""5"" [label=""$stack14 = staticinvoke <com.fasterxml.jackson.dataformat.xml.util.StaxUtil: java.lang.Object throwAsParseException(javax.xml.stream.XMLStreamException,com.fasterxml.jackson.core.JsonParser)>(e, null)""];
	""6"" [label=""$stack15 = (com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser) $stack14""];
	""7"" [label=""$stack5 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: javax.xml.stream.XMLInputFactory _xmlInputFactory>""];
	""8"" [label=""$stack6 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: com.fasterxml.jackson.dataformat.xml.XmlNameProcessor _nameProcessor>""];
	""9"" [label=""$stack7 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: com.fasterxml.jackson.core.ObjectCodec _objectCodec>""];
	""10"" [label=""$stack8 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: int _xmlParserFeatures>""];
	""11"" [label=""$stack9 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: int _parserFeatures>""];
	""12"" [label=""ctxt := @parameter1: com.fasterxml.jackson.core.io.IOContext""];
	""13"" [label=""e = $stack10""];
	""14"" [label=""e = $stack13""];
	""15"" [label=""goto""];
	""16"" [label=""if $stack11 == null""];
	""17"" [label=""in := @parameter0: java.io.InputStream""];
	""18"" [label=""return $stack15""];
	""19"" [label=""return e""];
	""20"" [label=""specialinvoke $stack10.<com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser: void <init>(com.fasterxml.jackson.core.io.IOContext,int,int,com.fasterxml.jackson.core.ObjectCodec,javax.xml.stream.XMLStreamReader,com.fasterxml.jackson.dataformat.xml.XmlNameProcessor)>(ctxt, $stack9, $stack8, $stack7, sr, $stack6)""];
	""21"" [label=""sr = virtualinvoke $stack5.<javax.xml.stream.XMLInputFactory: javax.xml.stream.XMLStreamReader createXMLStreamReader(java.io.InputStream)>(in)""];
	""22"" [label=""sr = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: javax.xml.stream.XMLStreamReader _initializeXmlReader(javax.xml.stream.XMLStreamReader)>(sr)""];
	""23"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactory""];
	""24"" [label=""virtualinvoke e.<com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser: void setXMLTextElementName(java.lang.String)>($stack12)""];
	""1"" -> ""11""[label=""cfg_next""];
	""10"" -> ""9""[label=""cfg_next""];
	""11"" -> ""10""[label=""cfg_next""];
	""12"" -> ""7""[label=""cfg_next""];
	""13"" -> ""2""[label=""cfg_next""];
	""14"" -> ""5""[label=""cfg_next""];
	""15"" -> ""22""[label=""cfg_goto""];
	""16"" -> ""19""[label=""cfg_true""];
	""16"" -> ""3""[label=""cfg_false""];
	""17"" -> ""12""[label=""cfg_next""];
	""2"" -> ""16""[label=""cfg_next""];
	""20"" -> ""13""[label=""cfg_next""];
	""21"" -> ""15""[label=""cfg_next""];
	""21"" -> ""4""[label=""cfg_except""];
	""22"" -> ""1""[label=""cfg_next""];
	""23"" -> ""17""[label=""cfg_next""];
	""24"" -> ""19""[label=""cfg_next""];
	""3"" -> ""24""[label=""cfg_next""];
	""4"" -> ""14""[label=""cfg_next""];
	""5"" -> ""6""[label=""cfg_next""];
	""6"" -> ""18""[label=""cfg_next""];
	""7"" -> ""21""[label=""cfg_next""];
	""7"" -> ""4""[label=""cfg_except""];
	""8"" -> ""20""[label=""cfg_next""];
	""9"" -> ""8""[label=""cfg_next""];
}
"
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory._createParser(InputStream,IOContext)","Parameter_1","com.fasterxml.jackson.dataformat.xml.XmlFactory","java.io.InputStream","Parameter does not obtain cfg"
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory._createParser(InputStream,IOContext)","Parameter_2","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.core.io.IOContext","Parameter does not obtain cfg"
"com.fasterxml.jackson.dataformat.xml.XmlFactory.disable(ToXmlGenerator$Feature)","Method","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.dataformat.xml.XmlFactory disable(com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator$Feature)","digraph cfg_disable {
	""1"" [label=""$stack2 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: int _xmlGeneratorFeatures>""];
	""2"" [label=""$stack3 = virtualinvoke f.<com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator$Feature: int getMask()>()""];
	""3"" [label=""$stack4 = $stack3 ^ -1""];
	""4"" [label=""$stack5 = $stack2 & $stack4""];
	""5"" [label=""f := @parameter0: com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator$Feature""];
	""6"" [label=""return this""];
	""7"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactory""];
	""8"" [label=""this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: int _xmlGeneratorFeatures> = $stack5""];
	""1"" -> ""2""[label=""cfg_next""];
	""2"" -> ""3""[label=""cfg_next""];
	""3"" -> ""4""[label=""cfg_next""];
	""4"" -> ""8""[label=""cfg_next""];
	""5"" -> ""1""[label=""cfg_next""];
	""7"" -> ""5""[label=""cfg_next""];
	""8"" -> ""6""[label=""cfg_next""];
}
"
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory.disable(ToXmlGenerator$Feature)","Parameter_1","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator$Feature","Parameter does not obtain cfg"
"com.fasterxml.jackson.dataformat.xml.XmlFactory._createParser(Reader,IOContext)","Method","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.core.JsonParser _createParser(java.io.Reader,com.fasterxml.jackson.core.io.IOContext)","digraph cfg__createParser {
	""1"" [label=""$stack3 = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser _createParser(java.io.Reader,com.fasterxml.jackson.core.io.IOContext)>(l1, l2)""];
	""2"" [label=""l1 := @parameter0: java.io.Reader""];
	""3"" [label=""l2 := @parameter1: com.fasterxml.jackson.core.io.IOContext""];
	""4"" [label=""return $stack3""];
	""5"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactory""];
	""1"" -> ""4""[label=""cfg_next""];
	""2"" -> ""3""[label=""cfg_next""];
	""3"" -> ""1""[label=""cfg_next""];
	""5"" -> ""2""[label=""cfg_next""];
}
"
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory._createParser(Reader,IOContext)","Parameter_1","com.fasterxml.jackson.dataformat.xml.XmlFactory","java.io.Reader","Parameter does not obtain cfg"
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory._createParser(Reader,IOContext)","Parameter_2","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.core.io.IOContext","Parameter does not obtain cfg"
"com.fasterxml.jackson.dataformat.xml.XmlFactory.createGenerator(Writer)","Method","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator createGenerator(java.io.Writer)","digraph cfg_createGenerator {
	""1"" [label=""$stack3 = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: com.fasterxml.jackson.core.io.ContentReference _createContentReference(java.lang.Object)>(out)""];
	""2"" [label=""$stack4 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: int _generatorFeatures>""];
	""3"" [label=""$stack5 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: int _xmlGeneratorFeatures>""];
	""4"" [label=""$stack6 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: com.fasterxml.jackson.core.ObjectCodec _objectCodec>""];
	""5"" [label=""$stack7 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: com.fasterxml.jackson.dataformat.xml.XmlNameProcessor _nameProcessor>""];
	""6"" [label=""$stack8 = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: javax.xml.stream.XMLStreamWriter _createXmlWriter(com.fasterxml.jackson.core.io.IOContext,java.io.Writer)>(ctxt, out)""];
	""7"" [label=""$stack9 = new com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator""];
	""8"" [label=""ctxt = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: com.fasterxml.jackson.core.io.IOContext _createContext(com.fasterxml.jackson.core.io.ContentReference,boolean)>($stack3, 0)""];
	""9"" [label=""out := @parameter0: java.io.Writer""];
	""10"" [label=""return $stack9""];
	""11"" [label=""specialinvoke $stack9.<com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator: void <init>(com.fasterxml.jackson.core.io.IOContext,int,int,com.fasterxml.jackson.core.ObjectCodec,javax.xml.stream.XMLStreamWriter,com.fasterxml.jackson.dataformat.xml.XmlNameProcessor)>(ctxt, $stack4, $stack5, $stack6, $stack8, $stack7)""];
	""12"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactory""];
	""1"" -> ""8""[label=""cfg_next""];
	""11"" -> ""10""[label=""cfg_next""];
	""12"" -> ""9""[label=""cfg_next""];
	""2"" -> ""3""[label=""cfg_next""];
	""3"" -> ""4""[label=""cfg_next""];
	""4"" -> ""6""[label=""cfg_next""];
	""5"" -> ""11""[label=""cfg_next""];
	""6"" -> ""5""[label=""cfg_next""];
	""7"" -> ""2""[label=""cfg_next""];
	""8"" -> ""7""[label=""cfg_next""];
	""9"" -> ""1""[label=""cfg_next""];
}
"
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory.createGenerator(Writer)","Parameter_1","com.fasterxml.jackson.dataformat.xml.XmlFactory","java.io.Writer","Parameter does not obtain cfg"
"com.fasterxml.jackson.dataformat.xml.XmlFactory.validXmlNameStartChar(InputAccessor,byte)","Method","com.fasterxml.jackson.dataformat.xml.XmlFactory","boolean validXmlNameStartChar(com.fasterxml.jackson.core.format.InputAccessor,byte)","digraph cfg_validXmlNameStartChar {
	""1"" [label=""acc := @parameter0: com.fasterxml.jackson.core.format.InputAccessor""];
	""2"" [label=""b := @parameter1: byte""];
	""3"" [label=""ch = b & 255""];
	""4"" [label=""if ch < 65""];
	""5"" [label=""return 0""];
	""6"" [label=""return 1""];
	""1"" -> ""2""[label=""cfg_next""];
	""2"" -> ""3""[label=""cfg_next""];
	""3"" -> ""4""[label=""cfg_next""];
	""4"" -> ""5""[label=""cfg_true""];
	""4"" -> ""6""[label=""cfg_false""];
}
"
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory.validXmlNameStartChar(InputAccessor,byte)","Parameter_1","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.core.format.InputAccessor","Parameter does not obtain cfg"
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory.validXmlNameStartChar(InputAccessor,byte)","Parameter_2","com.fasterxml.jackson.dataformat.xml.XmlFactory","byte","Parameter does not obtain cfg"
"com.fasterxml.jackson.dataformat.xml.XmlFactory.enable(ToXmlGenerator$Feature)","Method","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.dataformat.xml.XmlFactory enable(com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator$Feature)","digraph cfg_enable {
	""1"" [label=""$stack2 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: int _xmlGeneratorFeatures>""];
	""2"" [label=""$stack3 = virtualinvoke f.<com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator$Feature: int getMask()>()""];
	""3"" [label=""$stack4 = $stack2 | $stack3""];
	""4"" [label=""f := @parameter0: com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator$Feature""];
	""5"" [label=""return this""];
	""6"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactory""];
	""7"" [label=""this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: int _xmlGeneratorFeatures> = $stack4""];
	""1"" -> ""2""[label=""cfg_next""];
	""2"" -> ""3""[label=""cfg_next""];
	""3"" -> ""7""[label=""cfg_next""];
	""4"" -> ""1""[label=""cfg_next""];
	""6"" -> ""4""[label=""cfg_next""];
	""7"" -> ""5""[label=""cfg_next""];
}
"
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory.enable(ToXmlGenerator$Feature)","Parameter_1","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator$Feature","Parameter does not obtain cfg"
"com.fasterxml.jackson.dataformat.xml.XmlFactory.setXmlNameProcessor(XmlNameProcessor)","Method","com.fasterxml.jackson.dataformat.xml.XmlFactory","void setXmlNameProcessor(com.fasterxml.jackson.dataformat.xml.XmlNameProcessor)","digraph cfg_setXmlNameProcessor {
	""1"" [label=""processor := @parameter0: com.fasterxml.jackson.dataformat.xml.XmlNameProcessor""];
	""2"" [label=""return""];
	""3"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactory""];
	""4"" [label=""this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: com.fasterxml.jackson.dataformat.xml.XmlNameProcessor _nameProcessor> = processor""];
	""1"" -> ""4""[label=""cfg_next""];
	""3"" -> ""1""[label=""cfg_next""];
	""4"" -> ""2""[label=""cfg_next""];
}
"
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory.setXmlNameProcessor(XmlNameProcessor)","Parameter_1","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.dataformat.xml.XmlNameProcessor","Parameter does not obtain cfg"
"com.fasterxml.jackson.dataformat.xml.XmlFactory.copy()","Method","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.core.JsonFactory copy()","digraph cfg_copy {
	""1"" [label=""$stack1 = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: com.fasterxml.jackson.dataformat.xml.XmlFactory copy()>()""];
	""2"" [label=""return $stack1""];
	""3"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactory""];
	""1"" -> ""2""[label=""cfg_next""];
	""3"" -> ""1""[label=""cfg_next""];
}
"
"com.fasterxml.jackson.dataformat.xml.XmlFactory.getFormatName()","Method","com.fasterxml.jackson.dataformat.xml.XmlFactory","java.lang.String getFormatName()","digraph cfg_getFormatName {
	""1"" [label=""return \""XML\""""];
	""2"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactory""];
	""2"" -> ""1""[label=""cfg_next""];
}
"
"com.fasterxml.jackson.dataformat.xml.XmlFactory.<init>(ObjectCodec,XMLInputFactory,XMLOutputFactory)","Method","com.fasterxml.jackson.dataformat.xml.XmlFactory","void <init>(com.fasterxml.jackson.core.ObjectCodec,javax.xml.stream.XMLInputFactory,javax.xml.stream.XMLOutputFactory)","digraph cfg_<init> {
	""1"" [label=""$stack4 = <com.fasterxml.jackson.dataformat.xml.XmlFactory: int DEFAULT_XML_GENERATOR_FEATURE_FLAGS>""];
	""2"" [label=""$stack5 = <com.fasterxml.jackson.dataformat.xml.XmlFactory: int DEFAULT_XML_PARSER_FEATURE_FLAGS>""];
	""3"" [label=""oc := @parameter0: com.fasterxml.jackson.core.ObjectCodec""];
	""4"" [label=""return""];
	""5"" [label=""specialinvoke this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: void <init>(com.fasterxml.jackson.core.ObjectCodec,int,int,javax.xml.stream.XMLInputFactory,javax.xml.stream.XMLOutputFactory,java.lang.String)>(oc, $stack5, $stack4, xmlIn, xmlOut, null)""];
	""6"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactory""];
	""7"" [label=""xmlIn := @parameter1: javax.xml.stream.XMLInputFactory""];
	""8"" [label=""xmlOut := @parameter2: javax.xml.stream.XMLOutputFactory""];
	""1"" -> ""5""[label=""cfg_next""];
	""2"" -> ""1""[label=""cfg_next""];
	""3"" -> ""7""[label=""cfg_next""];
	""5"" -> ""4""[label=""cfg_next""];
	""6"" -> ""3""[label=""cfg_next""];
	""7"" -> ""8""[label=""cfg_next""];
	""8"" -> ""2""[label=""cfg_next""];
}
"
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory.<init>(ObjectCodec,XMLInputFactory,XMLOutputFactory)","Parameter_1","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.core.ObjectCodec","Parameter does not obtain cfg"
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory.<init>(ObjectCodec,XMLInputFactory,XMLOutputFactory)","Parameter_2","com.fasterxml.jackson.dataformat.xml.XmlFactory","javax.xml.stream.XMLInputFactory","Parameter does not obtain cfg"
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory.<init>(ObjectCodec,XMLInputFactory,XMLOutputFactory)","Parameter_3","com.fasterxml.jackson.dataformat.xml.XmlFactory","javax.xml.stream.XMLOutputFactory","Parameter does not obtain cfg"
"com.fasterxml.jackson.dataformat.xml.XmlFactory.hasFormat(InputAccessor)","Method","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.core.format.MatchStrength hasFormat(com.fasterxml.jackson.core.format.InputAccessor)","digraph cfg_hasFormat {
	""1"" [label=""$stack2 = staticinvoke <com.fasterxml.jackson.dataformat.xml.XmlFactory: com.fasterxml.jackson.core.format.MatchStrength hasXMLFormat(com.fasterxml.jackson.core.format.InputAccessor)>(acc)""];
	""2"" [label=""acc := @parameter0: com.fasterxml.jackson.core.format.InputAccessor""];
	""3"" [label=""return $stack2""];
	""4"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactory""];
	""1"" -> ""3""[label=""cfg_next""];
	""2"" -> ""1""[label=""cfg_next""];
	""4"" -> ""2""[label=""cfg_next""];
}
"
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory.hasFormat(InputAccessor)","Parameter_1","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.core.format.InputAccessor","Parameter does not obtain cfg"
"com.fasterxml.jackson.dataformat.xml.XmlFactory.getFormatReadFeatureType()","Method","com.fasterxml.jackson.dataformat.xml.XmlFactory","java.lang.Class getFormatReadFeatureType()","digraph cfg_getFormatReadFeatureType {
	""1"" [label=""return class \""Lcom/fasterxml/jackson/dataformat/xml/deser/FromXmlParser$Feature;\""""];
	""2"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactory""];
	""2"" -> ""1""[label=""cfg_next""];
}
"
"com.fasterxml.jackson.dataformat.xml.XmlFactory._initializeXmlWriter(XMLStreamWriter)","Method","com.fasterxml.jackson.dataformat.xml.XmlFactory","javax.xml.stream.XMLStreamWriter _initializeXmlWriter(javax.xml.stream.XMLStreamWriter)","digraph cfg__initializeXmlWriter {
	""1"" [label=""$stack3 := @caughtexception""];
	""2"" [label=""$stack4 = virtualinvoke e.<java.lang.Exception: java.lang.String getMessage()>()""];
	""3"" [label=""$stack5 = new com.fasterxml.jackson.core.JsonGenerationException""];
	""4"" [label=""e = $stack3""];
	""5"" [label=""goto""];
	""6"" [label=""interfaceinvoke sw.<javax.xml.stream.XMLStreamWriter: void setDefaultNamespace(java.lang.String)>(\""\"")""];
	""7"" [label=""return sw""];
	""8"" [label=""specialinvoke $stack5.<com.fasterxml.jackson.core.JsonGenerationException: void <init>(java.lang.String,java.lang.Throwable,com.fasterxml.jackson.core.JsonGenerator)>($stack4, e, null)""];
	""9"" [label=""sw := @parameter0: javax.xml.stream.XMLStreamWriter""];
	""10"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactory""];
	""11"" [label=""throw $stack5""];
	""1"" -> ""4""[label=""cfg_next""];
	""10"" -> ""9""[label=""cfg_next""];
	""2"" -> ""8""[label=""cfg_next""];
	""3"" -> ""2""[label=""cfg_next""];
	""4"" -> ""3""[label=""cfg_next""];
	""5"" -> ""7""[label=""cfg_goto""];
	""6"" -> ""1""[label=""cfg_except""];
	""6"" -> ""5""[label=""cfg_next""];
	""8"" -> ""11""[label=""cfg_next""];
	""9"" -> ""6""[label=""cfg_next""];
}
"
"Belong to com.fasterxml.jackson.dataformat.xml.XmlFactory._initializeXmlWriter(XMLStreamWriter)","Parameter_1","com.fasterxml.jackson.dataformat.xml.XmlFactory","javax.xml.stream.XMLStreamWriter","Parameter does not obtain cfg"
"com.fasterxml.jackson.dataformat.xml.XmlFactory.rebuild()","Method","com.fasterxml.jackson.dataformat.xml.XmlFactory","com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder rebuild()","digraph cfg_rebuild {
	""1"" [label=""$stack1 = new com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];
	""2"" [label=""return $stack1""];
	""3"" [label=""specialinvoke $stack1.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: void <init>(com.fasterxml.jackson.dataformat.xml.XmlFactory)>(this)""];
	""4"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactory""];
	""1"" -> ""3""[label=""cfg_next""];
	""3"" -> ""2""[label=""cfg_next""];
	""4"" -> ""1""[label=""cfg_next""];
}
"
"com.fasterxml.jackson.dataformat.xml.XmlFactory.getFormatGeneratorFeatures()","Method","com.fasterxml.jackson.dataformat.xml.XmlFactory","int getFormatGeneratorFeatures()","digraph cfg_getFormatGeneratorFeatures {
	""1"" [label=""$stack1 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactory: int _xmlGeneratorFeatures>""];
	""2"" [label=""return $stack1""];
	""3"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactory""];
	""1"" -> ""2""[label=""cfg_next""];
	""3"" -> ""1""[label=""cfg_next""];
}
"
